"congno" "sticpsr" "cd" "stalpha" "occup" "score1" "score2" "year" "stgj" "po" "dv" "dvp" "redist" "i2" "demqa" "i1" "demqal" "nstate" "dpvote" "normvote" "dvfix" "dvpfix"
"5900" 93 54 8 "TENNESS" 0 0.264 0.01 74 42 1 0.503 0.443 0 -1 0 -1 0 "Tennesse" 0.42611 0.440985 0.603 0.543
"5901" 93 49 1 "TEXAS" 0 -0.154 0.251 74 43 0 0.686 NA 1 1 1 1 1 "Texas" 0.29531 0.300738372857536 0.586 NA
"5902" 93 49 2 "TEXAS" 0 -0.128 0.115 74 43 0 NA 0.738 1 1 1 0 1 "Texas" 0.32512 0.330548372857536 NA 0.738
"5903" 93 49 3 "TEXAS" 0 0.602 -0.019 74 43 0 0.353 0.267 1 -1 -1 -1 -1 "Texas" 0.22655 0.231978372857536 0.453 0.367
"5904" 93 49 4 "TEXAS" 0 0.119 0.405 74 43 0 0.749 0.702 1 1 1 1 1 "Texas" 0.25554 0.260968372857536 0.649 0.602
"5905" 93 49 5 "TEXAS" 0 0.139 -0.219 74 43 1 0.479 0.443 1 -1 0 1 1 "Texas" 0.3058 0.311228372857536 0.579 0.343
"5906" 93 49 6 "TEXAS" 0 0.16 0.321 74 43 0 0.83 0.726 1 1 1 1 1 "Texas" 0.28887 0.294298372857536 0.73 0.626
"5907" 93 49 7 "TEXAS" 0 0.481 -0.081 74 43 0 0.208 0.177 1 -1 -1 -1 -1 "Texas" 0.18272 0.188148372857536 0.308 0.277
"5908" 93 49 8 "TEXAS" 0 -0.474 -0.063 74 43 0 0.722 0.651 1 1 1 1 1 "Texas" 0.45665 0.462078372857536 0.622 0.551
"5909" 93 49 9 "TEXAS" 0 -0.178 0.218 74 43 0 0.619 0.662 1 1 1 1 1 "Texas" 0.40449 0.409918372857536 0.519 0.562
"5910" 93 49 10 "TEXAS" 0 -0.057 0.174 74 43 0 0.804 NA 1 1 1 1 1 "Texas" 0.40868 0.414108372857536 0.704 NA
"5911" 93 49 11 "TEXAS" 0 0.204 0.371 74 43 0 0.826 NA 1 1 1 1 1 "Texas" 0.30705 0.312478372857536 0.726 NA
"5912" 93 49 12 "TEXAS" 0 -0.181 0.212 74 43 0 0.787 NA 1 1 1 1 1 "Texas" 0.38016 0.385588372857536 0.687 NA
"5913" 93 49 13 "TEXAS" 0 0.383 0.193 74 43 1 0.576 0.452 1 -1 0 NA 0 "Texas" 0.24152 0.246948372857536 0.676 NA
"5914" 93 49 14 "TEXAS" 0 -0.067 0.274 74 43 0 NA NA 1 1 1 1 1 "Texas" 0.39789 0.403318372857536 NA NA
"5915" 93 49 15 "TEXAS" 0 -0.024 0.22 74 43 0 NA NA 1 1 1 1 1 "Texas" 0.4518 0.457228372857536 NA NA
"5916" 93 49 16 "TEXAS" 0 0.007 0.227 74 43 0 NA NA 1 1 1 1 1 "Texas" 0.35809 0.363518372857536 NA NA
"5917" 93 49 17 "TEXAS" 0 0.317 0.419 74 43 0 NA NA 1 1 1 1 1 "Texas" 0.26616 0.271588372857536 NA NA
"5918" 93 49 18 "TEXAS" 0 -0.376 0.08 74 43 0 0.858 0.816 1 1 1 0 1 "Texas" 0.64816 0.653588372857536 0.758 0.816
"5919" 93 49 19 "TEXAS" 0 0.058 0.271 74 43 0 NA NA 1 1 1 1 1 "Texas" 0.19079 0.196218372857536 NA NA
"5920" 93 49 20 "TEXAS" 0 -0.258 0.121 74 43 0 NA NA 1 1 1 1 1 "Texas" 0.60578 0.611208372857536 NA NA
"5921" 93 49 21 "TEXAS" 0 0.283 0.328 74 43 0 0.538 0.568 1 0 NA 1 1 "Texas" 0.2388 0.244228372857536 0.538 0.468
"5922" 93 49 22 "TEXAS" 0 0.109 0.315 74 43 0 0.71 0.708 1 1 1 1 1 "Texas" 0.35744 0.362868372857536 0.61 0.608
"5923" 93 49 23 "TEXAS" 0 -0.051 0.264 74 43 0 NA NA 1 1 1 1 1 "Texas" 0.38184 0.387268372857536 NA NA
"5924" 93 49 24 "TEXAS" 0 0.157 0.187 74 43 0 0.789 0.651 1 1 1 0 NA "Texas" NA NA 0.689 0.651
"5925" 93 67 1 "UTAH" 0 -0.105 0.143 74 44 1 0.665 0.569 0 1 0 1 1 "Utah" 0.23173 0.246605 0.565 0.469
"5926" 93 67 2 "UTAH" 0 -0.316 -0.043 74 44 0 0.513 0.553 0 0 0 -1 -1 "Utah" 0.32617 0.341045 0.513 0.653
"5927" 93 6 1 "VERMONT" 0 0.12 -0.309 74 45 0 0.431 0.35 0 0 0 -1 0 "Vermont" 0.36787 0.378070687820905 0.431 0.45
"5928" 93 40 1 "VIRGINI" 0 0.144 0.215 74 46 0 NA 0.781 0 1 1 1 1 "Virginia" 0.31104 0.325915 NA 0.681
"5929" 93 40 2 "VIRGINI" 0 0.209 0 74 46 0 0.4 0.266 0 -1 -1 -1 -1 "Virginia" 0.32257 0.337445 0.5 0.366
"5930" 93 40 3 "VIRGINI" 0 0.405 0.257 74 46 0 NA NA 0 1 1 1 1 "Virginia" 0.27503 0.289905 NA NA
"5931" 93 40 4 "VIRGINI" 0 0.33 0.082 74 46 1 0.432 0.443 0 -1 0 0 1 "Virginia" 0.34582 0.360695 0.532 0.443
"5932" 93 40 5 "VIRGINI" 0 0.321 0.223 74 46 0 NA NA 0 1 1 1 1 "Virginia" 0.27849 0.293365 NA NA
"5933" 93 40 6 "VIRGINI" 0 0.289 -0.036 74 46 1 0.374 0.418 0 -1 0 -1 0 "Virginia" 0.25291 0.267785 0.474 0.518
"5934" 93 40 7 "VIRGINI" 0 0.403 0.07 74 46 1 0.471 0.338 0 -1 0 -1 -1 "Virginia" 0.27485 0.289725 0.571 0.438
"5935" 93 40 8 "VIRGINI" 0 0.225 -0.024 74 46 1 0.576 0.46 0 -1 0 0 0 "Virginia" 0.33104 0.345915 0.676 0.46
"5936" 93 40 9 "VIRGINI" 0 0.198 0.037 74 46 0 0.491 0.269 0 -1 -1 -1 -1 "Virginia" 0.31904 0.333915 0.591 0.369
"5937" 93 40 10 "VIRGINI" 0 0.22 0.04 74 46 1 0.543 0.437 0 -1 0 -1 0 "Virginia" 0.36031 0.375185 0.643 0.537
"5938" 93 73 1 "WASHING" 0 -0.031 -0.258 74 47 0 0.292 0.494 0 -1 -1 0 -1 "Washingt" 0.41594 0.421392660886908 0.392 0.494
"5939" 93 73 2 "WASHING" 0 -0.356 0.044 74 47 0 0.605 0.605 0 1 1 1 0 "Washingt" 0.38426 0.389712660886908 0.505 0.505
"5940" 93 73 3 "WASHING" 0 -0.255 0.15 74 47 0 0.615 0.663 0 0 0 1 1 "Washingt" 0.42461 0.430062660886908 0.615 0.563
"5941" 93 73 4 "WASHING" 0 -0.253 0.07 74 47 0 0.589 0.521 0 1 1 1 0 "Washingt" 0.40598 0.411432660886908 0.489 0.421
"5942" 93 73 5 "WASHING" 0 -0.239 0.019 74 47 0 0.643 0.812 0 1 1 1 1 "Washingt" 0.36557 0.371022660886908 0.543 0.712
"5943" 93 73 6 "WASHING" 0 -0.214 0.096 74 47 1 0.718 0.721 0 1 0 1 1 "Washingt" 0.39617 0.401622660886908 0.618 0.621
"5944" 93 73 7 "WASHING" 0 -0.33 -0.066 74 47 0 0.711 0.876 0 1 1 1 1 "Washingt" 0.43596 0.441412660886908 0.611 0.776
"5945" 93 56 1 "WEST VI" 0 -0.164 0.181 74 48 0 0.597 0.693 0 1 1 1 1 "West_Vir" 0.3579 0.357491351898982 0.497 0.593
"5946" 93 56 2 "WEST VI" 0 -0.224 0.127 74 48 0 0.644 0.7 0 1 1 1 1 "West_Vir" 0.34774 0.347331351898982 0.544 0.6
"5947" 93 56 3 "WEST VI" 0 -0.109 0.207 74 48 0 0.685 0.637 0 1 1 1 1 "West_Vir" 0.37651 0.376101351898982 0.585 0.537
"5948" 93 56 4 "WEST VI" 0 -0.253 -0.243 74 48 0 NA 0.61 0 1 1 1 0 "West_Vir" 0.37408 0.373671351898982 NA 0.51
"5949" 93 25 1 "WISCONS" 0 -0.369 -0.157 74 49 0 0.705 0.649 0 1 1 1 0 "Wisconsi" 0.40997 0.387123216150817 0.605 0.549
"5950" 93 25 2 "WISCONS" 0 -0.444 -0.23 74 49 0 0.648 0.685 0 1 1 1 1 "Wisconsi" 0.50682 0.483973216150817 0.548 0.585
"5951" 93 25 3 "WISCONS" 0 0.161 -0.08 74 49 1 0.519 0.449 0 -1 0 -1 -1 "Wisconsi" 0.41074 0.387893216150817 0.619 0.549
"5952" 93 25 4 "WISCONS" 0 -0.242 0.089 74 49 0 0.753 0.769 0 1 1 1 1 "Wisconsi" 0.50709 0.484243216150817 0.653 0.669
"5953" 93 25 5 "WISCONS" 0 -0.448 -0.171 74 49 0 0.8 0.791 0 1 1 1 1 "Wisconsi" 0.5782 0.555353216150817 0.7 0.691
"5954" 93 25 6 "WISCONS" 0 0.126 -0.281 74 49 1 0.373 0.327 0 -1 0 -1 0 "Wisconsi" 0.42838 0.405533216150817 0.473 0.427
"5955" 93 25 7 "WISCONS" 0 -0.346 -0.092 74 49 0 0.706 0.628 0 1 1 0 0 "Wisconsi" 0.46987 0.447023216150817 0.606 0.628
"5956" 93 25 8 "WISCONS" 0 0.241 -0.063 74 49 0 0.544 0.49 0 -1 -1 0 -1 "Wisconsi" 0.38536 0.362513216150816 0.644 0.49
"5957" 93 25 9 "WISCONS" 0 0.376 -0.173 74 49 0 0.46 0.374 0 0 -1 -1 -1 "Wisconsi" 0.37252 0.349673216150817 0.46 0.474
"5958" 93 68 1 "WYOMING" 0 -0.222 0.024 74 50 1 0.547 0.517 0 1 0 1 1 "Wyoming" 0.30629 0.321165 0.447 0.417
"5959" 94 41 1 "ALABAMA" 0 0.221 0.007 76 1 0 0.375 0.383 0 -1 -1 -1 -1 "Alabama" 0.49207 0.432001248812878 0.475 0.483
"5960" 94 41 2 "ALABAMA" 0 0.355 0.105 76 1 0 0.424 0.339 0 -1 -1 -1 -1 "Alabama" 0.53872 0.478651248812878 0.524 0.439
"5961" 94 41 3 "ALABAMA" 0 0.146 0.309 76 1 0 NA NA 0 1 1 1 1 "Alabama" 0.59502 0.534951248812878 NA NA
"5962" 94 41 4 "ALABAMA" 0 0.046 0.32 76 1 0 0.804 NA 0 1 1 1 1 "Alabama" 0.65283 0.592761248812878 0.704 NA
"5963" 94 41 5 "ALABAMA" 0 -0.106 0.27 76 1 0 NA NA 0 0 1 1 1 "Alabama" 0.67971 0.619641248812878 NA NA
"5964" 94 41 6 "ALABAMA" 0 0.101 -0.137 76 1 1 0.43 0.42 0 -1 0 -1 0 "Alabama" 0.43845 0.378381248812878 0.53 0.52
"5965" 94 41 7 "ALABAMA" 0 0.029 0.223 76 1 0 NA NA 0 1 1 1 1 "Alabama" 0.56615 0.506081248812878 NA NA
"5966" 94 81 1 "ALASKA" 0 0.208 0.086 76 2 1 0.29 0.462 0 -1 0 -1 0 "Alaska" 0.38107 0.414127028920542 0.39 0.562
"5967" 94 61 1 "ARIZONA" 0 0.205 -0.056 76 3 1 0.415 0.453 0 -1 0 -1 0 "Arizona" 0.3866 0.42705 0.515 0.553
"5968" 94 61 2 "ARIZONA" 0 -0.328 -0.022 76 3 0 0.596 0.62 0 1 1 1 1 "Arizona" 0.4833 0.52375 0.496 0.52
"5969" 94 61 3 "ARIZONA" 0 0.53 0.076 76 3 0 0.529 0.489 0 0 0 -1 -1 "Arizona" 0.40126 0.44171 0.529 0.589
"5970" 94 61 4 "ARIZONA" 0 0.448 -0.029 76 3 0 0.498 0.447 0 0 0 -1 -1 "Arizona" 0.3839 0.42435 0.498 0.547
"5971" 94 42 1 "ARKANSA" 0 -0.107 0.218 76 4 0 0.689 0.906 0 1 1 1 1 "Arkansas" 0.69709 0.636709824816913 0.589 0.806
"5972" 94 42 2 "ARKANSA" 0 -0.008 0.25 76 4 0 0.864 0.589 0 0 1 1 1 "Arkansas" 0.67713 0.616749824816913 0.864 0.489
"5973" 94 42 3 "ARKANSA" 0 0.253 0.086 76 4 0 NA 0.482 0 -1 -1 -1 -1 "Arkansas" 0.56405 0.503669824816913 NA 0.582
"5974" 94 42 4 "ARKANSA" 0 -0.075 0.191 76 4 0 NA NA 0 1 1 1 1 "Arkansas" 0.68747 0.627089824816913 NA NA
"5975" 94 71 1 "CALIFOR" 0 -0.257 0.188 76 5 0 0.739 NA 0 1 1 1 1 "Californ" 0.5077 0.502030569611486 0.639 NA
"5976" 94 71 2 "CALIFOR" 0 0.172 -0.032 76 5 0 0.423 0.446 0 -1 -1 -1 -1 "Californ" 0.51115 0.505480569611486 0.523 0.546
"5977" 94 71 3 "CALIFOR" 0 -0.387 -0.016 76 5 0 0.729 0.723 0 1 1 1 1 "Californ" 0.52777 0.522100569611486 0.629 0.623
"5978" 94 71 4 "CALIFOR" 0 -0.313 0.036 76 5 0 0.502 NA 0 1 1 1 1 "Californ" 0.55747 0.551800569611486 0.402 NA
"5979" 94 71 5 "CALIFOR" 0 -0.469 -0.239 76 5 1 0.618 0.613 0 1 0 1 1 "Californ" 0.49634 0.490670569611486 0.518 0.513
"5980" 94 71 6 "CALIFOR" 0 -0.602 -0.157 76 5 0 0.71 0.766 0 1 1 1 1 "Californ" 0.5735 0.567830569611486 0.61 0.666
"5981" 94 71 7 "CALIFOR" 0 -0.415 -0.267 76 5 0 0.762 0.556 0 1 1 0 -1 "Californ" 0.52357 0.517900569611486 0.662 0.556
"5982" 94 71 8 "CALIFOR" 0 -0.581 -0.273 76 5 0 0.642 0.588 0 1 1 1 1 "Californ" 0.59242 0.586750569611486 0.542 0.488
"5983" 94 71 9 "CALIFOR" 0 -0.567 -0.286 76 5 0 0.723 0.706 0 1 1 1 1 "Californ" 0.56041 0.554740569611486 0.623 0.606
"5984" 94 71 10 "CALIFOR" 0 -0.588 -0.217 76 5 0 0.746 0.77 0 1 1 1 1 "Californ" 0.58617 0.580500569611486 0.646 0.67
"5985" 94 71 11 "CALIFOR" 0 -0.242 -0.053 76 5 1 0.633 0.781 0 1 0 1 1 "Californ" 0.47323 0.467560569611486 0.533 0.681
"5986" 94 71 12 "CALIFOR" 0 -0.071 -0.264 76 5 0 0.321 0.309 0 -1 -1 -1 0 "Californ" 0.46526 0.459590569611486 0.421 0.409
"5987" 94 71 13 "CALIFOR" 0 -0.404 -0.043 76 5 0 0.682 0.554 0 1 1 0 0 "Californ" 0.45745 0.451780569611486 0.582 0.554
"5988" 94 71 14 "CALIFOR" 0 -0.28 0.19 76 5 0 0.725 0.746 0 1 1 1 1 "Californ" 0.50045 0.494780569611486 0.625 0.646
"5989" 94 71 15 "CALIFOR" 0 -0.148 0.215 76 5 0 0.722 0.72 0 1 1 1 1 "Californ" 0.54983 0.544160569611486 0.622 0.62
"5990" 94 71 16 "CALIFOR" 0 0.177 -0.108 76 5 0 0.534 0.493 0 -1 -1 -1 -1 "Californ" 0.49605 0.490380569611486 0.634 0.593
"5991" 94 71 17 "CALIFOR" 0 -0.23 -0.057 76 5 0 0.657 0.519 0 1 1 -1 0 "Californ" 0.46455 0.458880569611486 0.557 0.619
"5992" 94 71 18 "CALIFOR" 0 0.357 0.048 76 5 0 0.358 0.473 0 -1 -1 -1 -1 "Californ" 0.44012 0.434450569611486 0.458 0.573
"5993" 94 71 19 "CALIFOR" 0 0.26 -0.095 76 5 0 0.356 0.437 0 -1 -1 -1 0 "Californ" 0.49145 0.485780569611486 0.456 0.537
"5994" 94 71 20 "CALIFOR" 0 0.308 -0.061 76 5 0 0.328 0.388 0 -1 -1 -1 -1 "Californ" 0.40149 0.395820569611486 0.428 0.488
"5995" 94 71 21 "CALIFOR" 0 -0.427 0.03 76 5 0 0.698 0.735 0 1 1 1 1 "Californ" 0.52236 0.516690569611486 0.598 0.635
"5996" 94 71 22 "CALIFOR" 0 0.349 -0.07 76 5 0 0.374 0.442 0 -1 -1 -1 -1 "Californ" 0.38246 0.376790569611486 0.474 0.542
"5997" 94 71 23 "CALIFOR" 0 -0.274 -0.137 76 5 0 0.602 0.714 0 0 1 1 1 "Californ" 0.52887 0.523200569611486 0.602 0.614
"5998" 94 71 24 "CALIFOR" 0 -0.493 -0.128 76 5 0 0.678 0.66 0 1 1 0 1 "Californ" 0.55846 0.552790569611486 0.578 0.66
"5999" 94 71 25 "CALIFOR" 0 -0.511 -0.13 76 5 0 0.766 NA 0 1 1 1 1 "Californ" 0.63437 0.628700569611486 0.666 NA
"6000" 94 71 26 "CALIFOR" 0 0.551 -0.004 76 5 0 0.344 0.411 0 -1 -1 -1 -1 "Californ" 0.37869 0.373020569611486 0.444 0.511
"6001" 94 71 27 "CALIFOR" 0 0.131 -0.131 76 5 0 0.453 0.337 0 0 NA -1 -1 "Californ" 0.39812 0.392450569611486 0.453 0.437
"6002" 94 71 28 "CALIFOR" 0 -0.52 -0.081 76 5 0 0.802 0.801 0 1 1 1 1 "Californ" 0.70789 0.702220569611486 0.702 0.701
"6003" 94 71 29 "CALIFOR" 0 -0.525 -0.066 76 5 0 0.884 NA 0 1 1 1 1 "Californ" 0.80954 0.803870569611486 0.784 NA
"6004" 94 71 30 "CALIFOR" 0 -0.319 0.061 76 5 0 0.744 0.742 0 1 1 1 1 "Californ" 0.60068 0.595010569611486 0.644 0.642
"6005" 94 71 31 "CALIFOR" 0 -0.189 0.106 76 5 0 NA 0.724 0 1 1 1 1 "Californ" 0.65665 0.650980569611486 NA 0.624
"6006" 94 71 32 "CALIFOR" 0 -0.234 -0.055 76 5 0 0.722 NA 0 1 1 1 1 "Californ" 0.55454 0.548870569611486 0.622 NA
"6007" 94 71 33 "CALIFOR" 0 0.505 -0.02 76 5 0 0.449 0.447 0 -1 -1 -1 0 "Californ" 0.43303 0.427360569611486 0.549 0.547
"6008" 94 71 34 "CALIFOR" 0 -0.234 -0.034 76 5 0 0.507 0.518 0 1 1 0 0 "Californ" 0.43086 0.425190569611486 0.407 0.518
"6009" 94 71 35 "CALIFOR" 0 -0.169 0.076 76 5 1 0.533 0.503 0 1 0 -1 0 "Californ" 0.44418 0.438510569611486 0.433 0.603
"6010" 94 71 36 "CALIFOR" 0 -0.416 -0.074 76 5 0 0.648 0.66 0 1 1 1 1 "Californ" 0.56019 0.554520569611486 0.548 0.56
"6011" 94 71 37 "CALIFOR" 1 0 0 76 5 0 0.269 0.312 0 -1 -1 -1 -1 "Californ" 0.4539 0.448230569611486 0.369 0.412
"6012" 94 71 38 "CALIFOR" 0 -0.338 0.015 76 5 0 0.636 0.567 0 1 1 0 1 "Californ" 0.4419 0.436230569611486 0.536 0.567
"6013" 94 71 39 "CALIFOR" 0 0.227 -0.113 76 5 0 0.414 0.422 0 -1 -1 -1 -1 "Californ" 0.35766 0.351990569611486 0.514 0.522
"6014" 94 71 40 "CALIFOR" 0 0.251 -0.078 76 5 0 0.407 0.328 0 0 -1 -1 -1 "Californ" 0.32266 0.316990569611486 0.407 0.428
"6015" 94 71 41 "CALIFOR" 0 0.169 -0.055 76 5 0 0.423 0.441 0 -1 -1 -1 -1 "Californ" 0.42569 0.420020569611486 0.523 0.541
"6016" 94 71 42 "CALIFOR" 0 -0.318 -0.042 76 5 0 0.76 0.699 0 1 1 1 1 "Californ" 0.52824 0.522570569611486 0.66 0.599
"6017" 94 71 43 "CALIFOR" 0 0.248 -0.042 76 5 1 0.35 0.396 0 -1 0 -1 -1 "Californ" 0.4004 0.394730569611486 0.45 0.496
"6018" 94 62 1 "COLORAD" 0 -0.262 -0.224 76 6 1 0.535 0.589 0 1 0 1 0 "Colorado" 0.50019 0.536601315564977 0.435 0.489
"6019" 94 62 2 "COLORAD" 0 -0.279 -0.137 76 6 1 0.505 0.52 0 1 0 -1 -1 "Colorado" 0.42236 0.458771315564977 0.405 0.62
"6020" 94 62 3 "COLORAD" 0 -0.231 0.024 76 6 1 0.52 0.679 0 1 0 1 0 "Colorado" 0.49039 0.526801315564977 0.42 0.579
"6021" 94 62 4 "COLORAD" 0 0.125 -0.119 76 6 0 0.396 0.48 0 -1 -1 -1 0 "Colorado" 0.41577 0.452181315564977 0.496 0.58
"6022" 94 62 5 "COLORAD" 0 0.363 -0.128 76 6 0 0.336 0.4 0 -1 -1 -1 -1 "Colorado" 0.39794 0.434351315564977 0.436 0.5
"6023" 94 1 1 "CONNECT" 0 -0.229 0.025 76 7 0 0.577 0.636 0 1 1 1 1 "Connecti" 0.52678 0.520951230439951 0.477 0.536
"6024" 94 1 2 "CONNECT" 0 -0.304 -0.141 76 7 0 0.656 0.601 0 1 1 0 -1 "Connecti" 0.50123 0.495401230439951 0.556 0.601
"6025" 94 1 3 "CONNECT" 0 -0.225 0.001 76 7 0 0.557 0.675 0 1 1 1 1 "Connecti" 0.46462 0.458791230439951 0.457 0.575
"6026" 94 1 4 "CONNECT" 0 -0.075 -0.281 76 7 0 0.378 0.459 0 -1 -1 -1 -1 "Connecti" 0.43408 0.428251230439951 0.478 0.559
"6027" 94 1 5 "CONNECT" 0 0.007 -0.22 76 7 1 0.33 0.488 0 -1 0 -1 0 "Connecti" 0.4378 0.431971230439951 0.43 0.588
"6028" 94 1 6 "CONNECT" 0 -0.372 -0.313 76 7 0 0.568 0.637 0 1 1 0 -1 "Connecti" 0.47743 0.471601230439951 0.468 0.637
"6029" 94 11 1 "DELAWAR" 0 0.024 -0.286 76 8 0 0.481 0.404 0 0 NA -1 -1 "Delaware" 0.5275 0.525028778119956 0.481 0.504
"6030" 94 43 1 "FLORIDA" 0 0.107 0.306 76 9 0 NA NA 0 1 1 1 1 "Florida" 0.49308 0.43483 NA NA
"6031" 94 43 2 "FLORIDA" 0 0 0.242 76 9 0 NA NA 0 1 1 1 1 "Florida" 0.62646 0.56821 NA NA
"6032" 94 43 3 "FLORIDA" 0 0.034 0.092 76 9 0 NA NA 0 1 1 1 1 "Florida" 0.64286 0.58461 NA NA
"6033" 94 43 4 "FLORIDA" 0 0.142 0.296 76 9 0 NA 0.682 0 1 1 1 1 "Florida" 0.53315 0.4749 NA 0.582
"6034" 94 43 5 "FLORIDA" 0 0.385 -0.055 76 9 0 0.41 0.459 0 -1 -1 0 -1 "Florida" 0.49885 0.4406 0.51 0.459
"6035" 94 43 6 "FLORIDA" 0 0.288 -0.059 76 9 1 0.348 0.242 0 -1 0 -1 -1 "Florida" 0.49457 0.43632 0.448 0.342
"6036" 94 43 7 "FLORIDA" 0 -0.102 0.002 76 9 0 0.657 NA 0 1 1 1 1 "Florida" 0.54303 0.48478 0.557 NA
"6037" 94 43 8 "FLORIDA" 0 0.201 0.196 76 9 0 0.58 0.567 0 0 0 1 1 "Florida" 0.47543 0.41718 0.58 0.467
"6038" 94 43 9 "FLORIDA" 0 0.231 -0.085 76 9 0 0.219 0.233 0 -1 -1 -1 -1 "Florida" 0.46469 0.40644 0.319 0.333
"6039" 94 43 10 "FLORIDA" 0 0.282 -0.029 76 9 0 0.337 0.263 0 -1 -1 -1 -1 "Florida" 0.45556 0.39731 0.437 0.363
"6040" 94 43 11 "FLORIDA" 0 -0.021 0.026 76 9 0 NA NA 0 1 1 1 1 "Florida" 0.49535 0.4371 NA NA
"6041" 94 43 12 "FLORIDA" 0 0.209 -0.052 76 9 0 0.461 0.49 0 -1 -1 -1 -1 "Florida" 0.53473 0.47648 0.561 0.59
"6042" 94 43 13 "FLORIDA" 0 -0.343 -0.047 76 9 0 0.783 NA 0 1 1 1 1 "Florida" 0.66502 0.60677 0.683 NA
"6043" 94 43 14 "FLORIDA" 0 -0.299 0.117 76 9 0 0.729 0.691 0 1 1 1 1 "Florida" 0.56469 0.50644 0.629 0.591
"6044" 94 43 15 "FLORIDA" 0 -0.305 0.039 76 9 0 0.704 0.705 0 1 1 1 1 "Florida" 0.54325 0.485 0.604 0.605
"6045" 94 44 1 "GEORGIA" 0 0.02 0.282 76 10 0 NA 0.861 0 1 1 1 1 "Georgia" 0.64359 0.55384 NA 0.761
"6046" 94 44 2 "GEORGIA" 0 0.173 0.294 76 10 0 NA NA 0 1 1 1 1 "Georgia" 0.69104 0.60129 NA NA
"6047" 94 44 3 "GEORGIA" 0 0.099 0.21 76 10 0 0.887 0.877 0 1 1 1 1 "Georgia" 0.69144 0.60169 0.787 0.777
"6048" 94 44 4 "GEORGIA" 0 0 -0.023 76 10 1 0.683 0.551 0 1 0 -1 0 "Georgia" 0.57239 0.48264 0.583 0.651
"6049" 94 44 5 "GEORGIA" 0 -0.541 -0.067 76 10 0 0.667 0.717 0 1 1 1 1 "Georgia" 0.67514 0.58539 0.567 0.617
"6050" 94 44 6 "GEORGIA" 0 0.277 0.348 76 10 0 0.517 0.515 0 1 1 1 1 "Georgia" 0.67527 0.58552 0.417 0.415
"6051" 94 44 7 "GEORGIA" 0 0.626 -0.067 76 10 0 0.551 0.503 0 1 1 0 NA "Georgia" 0.64245 0.5527 0.451 0.503
"6052" 94 44 8 "GEORGIA" 0 0.066 0.155 76 10 0 0.697 NA 0 0 0 1 1 "Georgia" 0.74788 0.65813 0.697 NA
"6053" 94 44 9 "GEORGIA" 0 0.173 0.274 76 10 0 0.791 0.748 0 0 NA 1 1 "Georgia" 0.70918 0.61943 0.791 0.648
"6054" 94 44 10 "GEORGIA" 0 0.052 0.252 76 10 0 NA 0.684 0 0 1 1 1 "Georgia" 0.65871 0.56896 NA 0.584
"6055" 94 82 1 "HAWAII" 0 -0.31 0.041 76 11 0 0.527 0.593 0 0 -1 1 1 "Hawaii" 0.49285 0.4861 0.527 0.493
"6056" 94 82 2 "HAWAII" 0 -0.454 0.007 76 11 0 0.839 0.626 0 0 NA 1 1 "Hawaii" 0.5299 0.52315 0.839 0.526
"6057" 94 63 1 "IDAHO" 0 0.632 0.021 76 12 0 0.454 0.417 0 -1 -1 -1 0 "Idaho" 0.4021 0.44255 0.554 0.517
"6058" 94 63 2 "IDAHO" 0 0.567 0.017 76 12 1 0.494 0.443 0 -1 0 0 0 "Idaho" 0.36205 0.4025 0.594 0.443
"6059" 94 21 1 "ILLINOI" 0 -0.502 -0.061 76 13 1 0.926 0.945 0 1 0 1 1 "Illinois" 0.90451 0.900897059508275 0.826 0.845
"6060" 94 21 2 "ILLINOI" 0 -0.253 0.082 76 13 0 0.847 0.875 0 1 1 1 1 "Illinois" 0.8282 0.824587059508275 0.747 0.775
"6061" 94 21 3 "ILLINOI" 0 -0.118 -0.079 76 13 0 0.593 0.526 0 1 1 -1 -1 "Illinois" 0.42082 0.417207059508275 0.493 0.626
"6062" 94 21 4 "ILLINOI" 0 0.205 -0.137 76 13 0 0.342 0.408 0 -1 -1 -1 -1 "Illinois" 0.38063 0.377017059508275 0.442 0.508
"6063" 94 21 5 "ILLINOI" 1 0 0 76 13 0 0.769 0.719 0 1 1 1 1 "Illinois" 0.6659 0.662287059508275 0.669 0.619
"6064" 94 21 6 "ILLINOI" 0 0.162 -0.144 76 13 0 0.394 0.466 0 -1 -1 0 0 "Illinois" 0.40168 0.398067059508275 0.494 0.466
"6065" 94 21 7 "ILLINOI" 0 -0.429 -0.066 76 13 0 0.848 0.879 0 1 1 1 1 "Illinois" 0.80811 0.804497059508275 0.748 0.779
"6066" 94 21 8 "ILLINOI" 0 -0.278 0.072 76 13 0 0.805 0.865 0 1 1 1 1 "Illinois" 0.69912 0.695507059508275 0.705 0.765
"6067" 94 21 9 "ILLINOI" 0 -0.434 -0.225 76 13 0 0.722 NA 0 1 1 1 1 "Illinois" 0.57789 0.574277059508275 0.622 NA
"6068" 94 21 10 "ILLINOI" 0 -0.435 -0.274 76 13 1 0.501 0.509 0 1 0 -1 0 "Illinois" 0.39292 0.389307059508275 0.401 0.609
"6069" 94 21 11 "ILLINOI" 0 -0.27 0.115 76 13 0 0.674 0.724 0 1 1 1 1 "Illinois" 0.4827 0.479087059508275 0.574 0.624
