# Samples Generated by Stan
#
# stan_version_major=1
# stan_version_minor=0
# stan_version_patch=0
# data=models/bugs_examples/vol1/blocker/blocker.Rdata
# init=random initialization
# append_samples=0
# seed=1336062631
# chain_id=1
# iter=2000
# warmup=1000
# thin=1
# leapfrog_steps=-1
# max_treedepth=10
# epsilon=-1
# epsilon_pm=0
# delta=0.5
# gamma=0.05
#
lp__,treedepth__,d,sigmasq_delta,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,delta.1,delta.2,delta.3,delta.4,delta.5,delta.6,delta.7,delta.8,delta.9,delta.10,delta.11,delta.12,delta.13,delta.14,delta.15,delta.16,delta.17,delta.18,delta.19,delta.20,delta.21,delta.22,sigma_delta
-5921.96,4,-0.214668,0.0064108,-2.17418,-2.60378,-1.77297,-2.53606,-2.39882,-2.59131,-1.78304,-2.27066,-2.10875,-2.32399,-2.31881,-1.49684,-3.34777,-2.72819,-1.69817,-1.50707,-1.86364,-3.01176,-2.83028,-1.31454,-2.14397,-2.57125,-0.131562,-0.326529,-0.235815,-0.209061,-0.162016,-0.285454,-0.230985,-0.196915,-0.178533,-0.203125,-0.236605,-0.181836,-0.187582,0.0685365,-0.275178,-0.415839,-0.167226,-0.279577,-0.168512,-0.213281,-0.188344,-0.702372,0.0800675
-5921.96,5,-0.214668,0.0064108,-2.17418,-2.60378,-1.77297,-2.53606,-2.39882,-2.59131,-1.78304,-2.27066,-2.10875,-2.32399,-2.31881,-1.49684,-3.34777,-2.72819,-1.69817,-1.50707,-1.86364,-3.01176,-2.83028,-1.31454,-2.14397,-2.57125,-0.131562,-0.326529,-0.235815,-0.209061,-0.162016,-0.285454,-0.230985,-0.196915,-0.178533,-0.203125,-0.236605,-0.181836,-0.187582,0.0685365,-0.275178,-0.415839,-0.167226,-0.279577,-0.168512,-0.213281,-0.188344,-0.702372,0.0800675
-5921.96,4,-0.214668,0.0064108,-2.17418,-2.60378,-1.77297,-2.53606,-2.39882,-2.59131,-1.78304,-2.27066,-2.10875,-2.32399,-2.31881,-1.49684,-3.34777,-2.72819,-1.69817,-1.50707,-1.86364,-3.01176,-2.83028,-1.31454,-2.14397,-2.57125,-0.131562,-0.326529,-0.235815,-0.209061,-0.162016,-0.285454,-0.230985,-0.196915,-0.178533,-0.203125,-0.236605,-0.181836,-0.187582,0.0685365,-0.275178,-0.415839,-0.167226,-0.279577,-0.168512,-0.213281,-0.188344,-0.702372,0.0800675
-5921.96,3,-0.214668,0.0064108,-2.17418,-2.60378,-1.77297,-2.53606,-2.39882,-2.59131,-1.78304,-2.27066,-2.10875,-2.32399,-2.31881,-1.49684,-3.34777,-2.72819,-1.69817,-1.50707,-1.86364,-3.01176,-2.83028,-1.31454,-2.14397,-2.57125,-0.131562,-0.326529,-0.235815,-0.209061,-0.162016,-0.285454,-0.230985,-0.196915,-0.178533,-0.203125,-0.236605,-0.181836,-0.187582,0.0685365,-0.275178,-0.415839,-0.167226,-0.279577,-0.168512,-0.213281,-0.188344,-0.702372,0.0800675
-5924.15,4,-0.224982,0.00640522,-2.23321,-2.63342,-1.77432,-2.49144,-2.42217,-2.60371,-1.69332,-2.28342,-2.03541,-2.26419,-2.26307,-1.52814,-3.32749,-2.81414,-1.71042,-1.54144,-1.93656,-2.99491,-2.79668,-1.31824,-2.02641,-2.59437,-0.0545403,-0.308839,-0.191697,-0.200386,-0.237755,-0.257226,-0.254714,-0.253426,-0.167745,-0.222311,-0.228468,-0.245418,-0.330045,0.11016,-0.193006,-0.434553,-0.152673,-0.295395,-0.169425,-0.190631,-0.242253,-0.665897,0.0800326
-5924.15,4,-0.224982,0.00640522,-2.23321,-2.63342,-1.77432,-2.49144,-2.42217,-2.60371,-1.69332,-2.28342,-2.03541,-2.26419,-2.26307,-1.52814,-3.32749,-2.81414,-1.71042,-1.54144,-1.93656,-2.99491,-2.79668,-1.31824,-2.02641,-2.59437,-0.0545403,-0.308839,-0.191697,-0.200386,-0.237755,-0.257226,-0.254714,-0.253426,-0.167745,-0.222311,-0.228468,-0.245418,-0.330045,0.11016,-0.193006,-0.434553,-0.152673,-0.295395,-0.169425,-0.190631,-0.242253,-0.665897,0.0800326
-5924.15,4,-0.224982,0.00640522,-2.23321,-2.63342,-1.77432,-2.49144,-2.42217,-2.60371,-1.69332,-2.28342,-2.03541,-2.26419,-2.26307,-1.52814,-3.32749,-2.81414,-1.71042,-1.54144,-1.93656,-2.99491,-2.79668,-1.31824,-2.02641,-2.59437,-0.0545403,-0.308839,-0.191697,-0.200386,-0.237755,-0.257226,-0.254714,-0.253426,-0.167745,-0.222311,-0.228468,-0.245418,-0.330045,0.11016,-0.193006,-0.434553,-0.152673,-0.295395,-0.169425,-0.190631,-0.242253,-0.665897,0.0800326
-5924.15,4,-0.224982,0.00640522,-2.23321,-2.63342,-1.77432,-2.49144,-2.42217,-2.60371,-1.69332,-2.28342,-2.03541,-2.26419,-2.26307,-1.52814,-3.32749,-2.81414,-1.71042,-1.54144,-1.93656,-2.99491,-2.79668,-1.31824,-2.02641,-2.59437,-0.0545403,-0.308839,-0.191697,-0.200386,-0.237755,-0.257226,-0.254714,-0.253426,-0.167745,-0.222311,-0.228468,-0.245418,-0.330045,0.11016,-0.193006,-0.434553,-0.152673,-0.295395,-0.169425,-0.190631,-0.242253,-0.665897,0.0800326
-5924.15,4,-0.224982,0.00640522,-2.23321,-2.63342,-1.77432,-2.49144,-2.42217,-2.60371,-1.69332,-2.28342,-2.03541,-2.26419,-2.26307,-1.52814,-3.32749,-2.81414,-1.71042,-1.54144,-1.93656,-2.99491,-2.79668,-1.31824,-2.02641,-2.59437,-0.0545403,-0.308839,-0.191697,-0.200386,-0.237755,-0.257226,-0.254714,-0.253426,-0.167745,-0.222311,-0.228468,-0.245418,-0.330045,0.11016,-0.193006,-0.434553,-0.152673,-0.295395,-0.169425,-0.190631,-0.242253,-0.665897,0.0800326
-5924.15,4,-0.224982,0.00640522,-2.23321,-2.63342,-1.77432,-2.49144,-2.42217,-2.60371,-1.69332,-2.28342,-2.03541,-2.26419,-2.26307,-1.52814,-3.32749,-2.81414,-1.71042,-1.54144,-1.93656,-2.99491,-2.79668,-1.31824,-2.02641,-2.59437,-0.0545403,-0.308839,-0.191697,-0.200386,-0.237755,-0.257226,-0.254714,-0.253426,-0.167745,-0.222311,-0.228468,-0.245418,-0.330045,0.11016,-0.193006,-0.434553,-0.152673,-0.295395,-0.169425,-0.190631,-0.242253,-0.665897,0.0800326
-5927.26,4,-0.245758,0.00582993,-2.24049,-2.57418,-1.89237,-2.50859,-2.39937,-2.74914,-1.69153,-2.33864,-2.06566,-2.29117,-2.34877,-1.5377,-3.2575,-2.75087,-1.68324,-1.56999,-1.95493,-2.97571,-2.87069,-1.24564,-2.06567,-2.5428,-0.102168,-0.405333,-0.164934,-0.239274,-0.267893,-0.219493,-0.245377,-0.161268,-0.244626,-0.206475,-0.268805,-0.215792,-0.254766,0.106838,-0.236613,-0.428047,-0.192715,-0.366648,-0.142525,-0.202495,-0.243351,-0.740754,0.076354
-5927.26,5,-0.245758,0.00582993,-2.24049,-2.57418,-1.89237,-2.50859,-2.39937,-2.74914,-1.69153,-2.33864,-2.06566,-2.29117,-2.34877,-1.5377,-3.2575,-2.75087,-1.68324,-1.56999,-1.95493,-2.97571,-2.87069,-1.24564,-2.06567,-2.5428,-0.102168,-0.405333,-0.164934,-0.239274,-0.267893,-0.219493,-0.245377,-0.161268,-0.244626,-0.206475,-0.268805,-0.215792,-0.254766,0.106838,-0.236613,-0.428047,-0.192715,-0.366648,-0.142525,-0.202495,-0.243351,-0.740754,0.076354
-5927.26,4,-0.245758,0.00582993,-2.24049,-2.57418,-1.89237,-2.50859,-2.39937,-2.74914,-1.69153,-2.33864,-2.06566,-2.29117,-2.34877,-1.5377,-3.2575,-2.75087,-1.68324,-1.56999,-1.95493,-2.97571,-2.87069,-1.24564,-2.06567,-2.5428,-0.102168,-0.405333,-0.164934,-0.239274,-0.267893,-0.219493,-0.245377,-0.161268,-0.244626,-0.206475,-0.268805,-0.215792,-0.254766,0.106838,-0.236613,-0.428047,-0.192715,-0.366648,-0.142525,-0.202495,-0.243351,-0.740754,0.076354
-5934.74,4,-0.271957,0.00562738,-2.1359,-2.52121,-1.8547,-2.48768,-2.36253,-2.78016,-1.67794,-2.33484,-2.09408,-2.28096,-2.43259,-1.66233,-3.28209,-2.72843,-1.61178,-1.55596,-2.07345,-2.88846,-2.84078,-1.33274,-2.16345,-2.59605,-0.0981161,-0.376753,-0.0975747,-0.171263,-0.292392,-0.15278,-0.291576,-0.201758,-0.227724,-0.131119,-0.294371,-0.341799,-0.176578,0.13397,-0.257417,-0.362403,-0.179582,-0.348272,-0.177154,-0.137929,-0.360412,-0.695769,0.0750159
-5934.74,4,-0.271957,0.00562738,-2.1359,-2.52121,-1.8547,-2.48768,-2.36253,-2.78016,-1.67794,-2.33484,-2.09408,-2.28096,-2.43259,-1.66233,-3.28209,-2.72843,-1.61178,-1.55596,-2.07345,-2.88846,-2.84078,-1.33274,-2.16345,-2.59605,-0.0981161,-0.376753,-0.0975747,-0.171263,-0.292392,-0.15278,-0.291576,-0.201758,-0.227724,-0.131119,-0.294371,-0.341799,-0.176578,0.13397,-0.257417,-0.362403,-0.179582,-0.348272,-0.177154,-0.137929,-0.360412,-0.695769,0.0750159
-5922.42,5,-0.209062,0.00549463,-2.09383,-2.45283,-1.73285,-2.45971,-2.33496,-2.79119,-1.70825,-2.19799,-2.06508,-2.31569,-2.40862,-1.53817,-3.24114,-2.7606,-1.57153,-1.62094,-2.06636,-2.961,-2.85161,-1.43491,-2.05977,-2.63622,-0.108387,-0.33703,-0.127775,-0.26328,-0.253839,-0.131455,-0.308107,-0.150191,-0.229492,-0.104737,-0.251679,-0.307437,-0.236778,0.153245,-0.22619,-0.30636,-0.194423,-0.279538,-0.182352,-0.106736,-0.313852,-0.706418,0.0741258
-5922.42,4,-0.209062,0.00549463,-2.09383,-2.45283,-1.73285,-2.45971,-2.33496,-2.79119,-1.70825,-2.19799,-2.06508,-2.31569,-2.40862,-1.53817,-3.24114,-2.7606,-1.57153,-1.62094,-2.06636,-2.961,-2.85161,-1.43491,-2.05977,-2.63622,-0.108387,-0.33703,-0.127775,-0.26328,-0.253839,-0.131455,-0.308107,-0.150191,-0.229492,-0.104737,-0.251679,-0.307437,-0.236778,0.153245,-0.22619,-0.30636,-0.194423,-0.279538,-0.182352,-0.106736,-0.313852,-0.706418,0.0741258
-5927.66,5,-0.246915,0.00563305,-2.1328,-2.4283,-1.70954,-2.47924,-2.42966,-2.82357,-1.67105,-2.20771,-2.05635,-2.33917,-2.37794,-1.55116,-3.20782,-2.75393,-1.63273,-1.59915,-2.0771,-3.01713,-2.9297,-1.44264,-2.06737,-2.61035,-0.0694049,-0.289005,-0.143568,-0.268345,-0.373561,-0.080396,-0.248672,-0.239798,-0.270731,-0.0975389,-0.113938,-0.312315,-0.201211,0.0765686,-0.195534,-0.248641,-0.24583,-0.259011,-0.284438,-0.113921,-0.397878,-0.744228,0.0750536
-5922.98,3,-0.206545,0.00551362,-2.16556,-2.47644,-1.7249,-2.39121,-2.42769,-2.7492,-1.76559,-2.11075,-2.10501,-2.26609,-2.41982,-1.42664,-3.28058,-2.73506,-1.56893,-1.57285,-2.12563,-3.03388,-2.8675,-1.44476,-2.04172,-2.65974,-0.0630695,-0.201024,-0.144346,-0.261672,-0.39731,-0.0810387,-0.2876,-0.20681,-0.204627,-0.159474,-0.116371,-0.262812,-0.105397,0.0733434,-0.192917,-0.230667,-0.327764,-0.292304,-0.2067,-0.0983119,-0.329687,-0.695134,0.0742537
-5922.98,5,-0.206545,0.00551362,-2.16556,-2.47644,-1.7249,-2.39121,-2.42769,-2.7492,-1.76559,-2.11075,-2.10501,-2.26609,-2.41982,-1.42664,-3.28058,-2.73506,-1.56893,-1.57285,-2.12563,-3.03388,-2.8675,-1.44476,-2.04172,-2.65974,-0.0630695,-0.201024,-0.144346,-0.261672,-0.39731,-0.0810387,-0.2876,-0.20681,-0.204627,-0.159474,-0.116371,-0.262812,-0.105397,0.0733434,-0.192917,-0.230667,-0.327764,-0.292304,-0.2067,-0.0983119,-0.329687,-0.695134,0.0742537
-5923.31,4,-0.213046,0.0055193,-2.20128,-2.45538,-1.6395,-2.41607,-2.44379,-2.6351,-1.71098,-2.07003,-2.09177,-2.32857,-2.39184,-1.4893,-3.23079,-2.68393,-1.51703,-1.56157,-2.1795,-2.95886,-2.78197,-1.47146,-2.05623,-2.67683,-0.0374802,-0.245427,-0.164495,-0.151686,-0.38936,-0.0974301,-0.218012,-0.29716,-0.140287,-0.180567,-0.117501,-0.201412,-0.195991,0.118892,-0.157555,-0.267169,-0.297607,-0.212393,-0.201171,-0.123384,-0.324958,-0.656672,0.074292
-5923.31,4,-0.213046,0.0055193,-2.20128,-2.45538,-1.6395,-2.41607,-2.44379,-2.6351,-1.71098,-2.07003,-2.09177,-2.32857,-2.39184,-1.4893,-3.23079,-2.68393,-1.51703,-1.56157,-2.1795,-2.95886,-2.78197,-1.47146,-2.05623,-2.67683,-0.0374802,-0.245427,-0.164495,-0.151686,-0.38936,-0.0974301,-0.218012,-0.29716,-0.140287,-0.180567,-0.117501,-0.201412,-0.195991,0.118892,-0.157555,-0.267169,-0.297607,-0.212393,-0.201171,-0.123384,-0.324958,-0.656672,0.074292
-5923.31,4,-0.213046,0.0055193,-2.20128,-2.45538,-1.6395,-2.41607,-2.44379,-2.6351,-1.71098,-2.07003,-2.09177,-2.32857,-2.39184,-1.4893,-3.23079,-2.68393,-1.51703,-1.56157,-2.1795,-2.95886,-2.78197,-1.47146,-2.05623,-2.67683,-0.0374802,-0.245427,-0.164495,-0.151686,-0.38936,-0.0974301,-0.218012,-0.29716,-0.140287,-0.180567,-0.117501,-0.201412,-0.195991,0.118892,-0.157555,-0.267169,-0.297607,-0.212393,-0.201171,-0.123384,-0.324958,-0.656672,0.074292
-5922.52,4,-0.199648,0.00505807,-2.15482,-2.475,-1.73648,-2.39735,-2.43279,-2.6212,-1.70819,-2.06886,-2.05624,-2.28075,-2.39519,-1.51647,-3.27375,-2.73189,-1.56762,-1.64254,-2.04903,-2.98959,-2.69053,-1.43888,-2.03491,-2.8048,-0.169241,-0.288972,-0.125081,-0.232309,-0.356035,-0.127726,-0.20872,-0.31519,-0.116242,-0.269659,-0.16886,-0.205586,-0.312438,0.0650656,-0.210386,-0.192955,-0.20598,-0.140055,-0.185793,-0.0223462,-0.428293,-0.657894,0.0711201
-5922.52,4,-0.199648,0.00505807,-2.15482,-2.475,-1.73648,-2.39735,-2.43279,-2.6212,-1.70819,-2.06886,-2.05624,-2.28075,-2.39519,-1.51647,-3.27375,-2.73189,-1.56762,-1.64254,-2.04903,-2.98959,-2.69053,-1.43888,-2.03491,-2.8048,-0.169241,-0.288972,-0.125081,-0.232309,-0.356035,-0.127726,-0.20872,-0.31519,-0.116242,-0.269659,-0.16886,-0.205586,-0.312438,0.0650656,-0.210386,-0.192955,-0.20598,-0.140055,-0.185793,-0.0223462,-0.428293,-0.657894,0.0711201
-5926.22,4,-0.215483,0.00493088,-2.22694,-2.44853,-1.68925,-2.44062,-2.40111,-2.67968,-1.72277,-2.18021,-2.23901,-2.44279,-2.32594,-1.43016,-3.47356,-2.90394,-1.56021,-1.522,-2.12332,-2.9503,-2.64471,-1.48804,-2.05248,-2.71305,-0.19623,-0.247902,-0.26115,-0.180284,-0.0851991,0.00821073,-0.369339,-0.292803,-0.230793,-0.11362,-0.273072,-0.184489,-0.157362,-0.0141596,-0.219364,-0.270597,-0.270022,-0.287902,-0.296259,-0.171939,-0.403394,-0.718763,0.0702202
-5926.22,4,-0.215483,0.00493088,-2.22694,-2.44853,-1.68925,-2.44062,-2.40111,-2.67968,-1.72277,-2.18021,-2.23901,-2.44279,-2.32594,-1.43016,-3.47356,-2.90394,-1.56021,-1.522,-2.12332,-2.9503,-2.64471,-1.48804,-2.05248,-2.71305,-0.19623,-0.247902,-0.26115,-0.180284,-0.0851991,0.00821073,-0.369339,-0.292803,-0.230793,-0.11362,-0.273072,-0.184489,-0.157362,-0.0141596,-0.219364,-0.270597,-0.270022,-0.287902,-0.296259,-0.171939,-0.403394,-0.718763,0.0702202
-5926.29,4,-0.208415,0.00466094,-2.2812,-2.51287,-1.69507,-2.46187,-2.42674,-2.65601,-1.65913,-2.06903,-2.17455,-2.356,-2.32598,-1.50139,-3.55464,-2.79281,-1.54114,-1.49115,-2.05373,-2.96717,-2.66564,-1.34314,-1.97663,-2.56365,-0.181708,-0.225306,-0.172003,-0.111686,-0.0757142,0.0219364,-0.311325,-0.253412,-0.171967,-0.110145,-0.237951,-0.200251,-0.0638289,-0.0333425,-0.227035,-0.210772,-0.182735,-0.331869,-0.308409,-0.255607,-0.377814,-0.749906,0.0682711
-5926.29,4,-0.208415,0.00466094,-2.2812,-2.51287,-1.69507,-2.46187,-2.42674,-2.65601,-1.65913,-2.06903,-2.17455,-2.356,-2.32598,-1.50139,-3.55464,-2.79281,-1.54114,-1.49115,-2.05373,-2.96717,-2.66564,-1.34314,-1.97663,-2.56365,-0.181708,-0.225306,-0.172003,-0.111686,-0.0757142,0.0219364,-0.311325,-0.253412,-0.171967,-0.110145,-0.237951,-0.200251,-0.0638289,-0.0333425,-0.227035,-0.210772,-0.182735,-0.331869,-0.308409,-0.255607,-0.377814,-0.749906,0.0682711
-5926.29,3,-0.208415,0.00466094,-2.2812,-2.51287,-1.69507,-2.46187,-2.42674,-2.65601,-1.65913,-2.06903,-2.17455,-2.356,-2.32598,-1.50139,-3.55464,-2.79281,-1.54114,-1.49115,-2.05373,-2.96717,-2.66564,-1.34314,-1.97663,-2.56365,-0.181708,-0.225306,-0.172003,-0.111686,-0.0757142,0.0219364,-0.311325,-0.253412,-0.171967,-0.110145,-0.237951,-0.200251,-0.0638289,-0.0333425,-0.227035,-0.210772,-0.182735,-0.331869,-0.308409,-0.255607,-0.377814,-0.749906,0.0682711
-5926.29,3,-0.208415,0.00466094,-2.2812,-2.51287,-1.69507,-2.46187,-2.42674,-2.65601,-1.65913,-2.06903,-2.17455,-2.356,-2.32598,-1.50139,-3.55464,-2.79281,-1.54114,-1.49115,-2.05373,-2.96717,-2.66564,-1.34314,-1.97663,-2.56365,-0.181708,-0.225306,-0.172003,-0.111686,-0.0757142,0.0219364,-0.311325,-0.253412,-0.171967,-0.110145,-0.237951,-0.200251,-0.0638289,-0.0333425,-0.227035,-0.210772,-0.182735,-0.331869,-0.308409,-0.255607,-0.377814,-0.749906,0.0682711
-5926.29,5,-0.208415,0.00466094,-2.2812,-2.51287,-1.69507,-2.46187,-2.42674,-2.65601,-1.65913,-2.06903,-2.17455,-2.356,-2.32598,-1.50139,-3.55464,-2.79281,-1.54114,-1.49115,-2.05373,-2.96717,-2.66564,-1.34314,-1.97663,-2.56365,-0.181708,-0.225306,-0.172003,-0.111686,-0.0757142,0.0219364,-0.311325,-0.253412,-0.171967,-0.110145,-0.237951,-0.200251,-0.0638289,-0.0333425,-0.227035,-0.210772,-0.182735,-0.331869,-0.308409,-0.255607,-0.377814,-0.749906,0.0682711
-5926.29,4,-0.208415,0.00466094,-2.2812,-2.51287,-1.69507,-2.46187,-2.42674,-2.65601,-1.65913,-2.06903,-2.17455,-2.356,-2.32598,-1.50139,-3.55464,-2.79281,-1.54114,-1.49115,-2.05373,-2.96717,-2.66564,-1.34314,-1.97663,-2.56365,-0.181708,-0.225306,-0.172003,-0.111686,-0.0757142,0.0219364,-0.311325,-0.253412,-0.171967,-0.110145,-0.237951,-0.200251,-0.0638289,-0.0333425,-0.227035,-0.210772,-0.182735,-0.331869,-0.308409,-0.255607,-0.377814,-0.749906,0.0682711
-5926.29,5,-0.208415,0.00466094,-2.2812,-2.51287,-1.69507,-2.46187,-2.42674,-2.65601,-1.65913,-2.06903,-2.17455,-2.356,-2.32598,-1.50139,-3.55464,-2.79281,-1.54114,-1.49115,-2.05373,-2.96717,-2.66564,-1.34314,-1.97663,-2.56365,-0.181708,-0.225306,-0.172003,-0.111686,-0.0757142,0.0219364,-0.311325,-0.253412,-0.171967,-0.110145,-0.237951,-0.200251,-0.0638289,-0.0333425,-0.227035,-0.210772,-0.182735,-0.331869,-0.308409,-0.255607,-0.377814,-0.749906,0.0682711
-5926.29,5,-0.208415,0.00466094,-2.2812,-2.51287,-1.69507,-2.46187,-2.42674,-2.65601,-1.65913,-2.06903,-2.17455,-2.356,-2.32598,-1.50139,-3.55464,-2.79281,-1.54114,-1.49115,-2.05373,-2.96717,-2.66564,-1.34314,-1.97663,-2.56365,-0.181708,-0.225306,-0.172003,-0.111686,-0.0757142,0.0219364,-0.311325,-0.253412,-0.171967,-0.110145,-0.237951,-0.200251,-0.0638289,-0.0333425,-0.227035,-0.210772,-0.182735,-0.331869,-0.308409,-0.255607,-0.377814,-0.749906,0.0682711
-5926.29,4,-0.208415,0.00466094,-2.2812,-2.51287,-1.69507,-2.46187,-2.42674,-2.65601,-1.65913,-2.06903,-2.17455,-2.356,-2.32598,-1.50139,-3.55464,-2.79281,-1.54114,-1.49115,-2.05373,-2.96717,-2.66564,-1.34314,-1.97663,-2.56365,-0.181708,-0.225306,-0.172003,-0.111686,-0.0757142,0.0219364,-0.311325,-0.253412,-0.171967,-0.110145,-0.237951,-0.200251,-0.0638289,-0.0333425,-0.227035,-0.210772,-0.182735,-0.331869,-0.308409,-0.255607,-0.377814,-0.749906,0.0682711
-5928.51,4,-0.173837,0.00472833,-2.30098,-2.49568,-1.72054,-2.43323,-2.50293,-2.62516,-1.69068,-2.04367,-2.18068,-2.2938,-2.3617,-1.39106,-3.59028,-2.81012,-1.62883,-1.53749,-2.10679,-2.94253,-2.71182,-1.25981,-1.97195,-2.626,-0.235491,-0.19176,-0.188018,-0.0991055,-0.0559652,0.0735488,-0.334416,-0.161035,-0.209613,-0.0675808,-0.203621,-0.143695,-0.0973444,-0.023841,-0.141245,-0.254155,-0.135925,-0.246501,-0.312126,-0.2827,-0.281751,-0.772336,0.0687629
-5926.2,4,-0.200871,0.00460447,-2.24551,-2.48518,-1.82192,-2.42192,-2.50603,-2.50806,-1.65866,-1.99468,-2.10543,-2.30475,-2.34272,-1.39032,-3.52205,-2.75768,-1.61032,-1.52954,-2.11371,-2.969,-2.69503,-1.31947,-2.04492,-2.53151,-0.342539,-0.201042,-0.214999,-0.127584,-0.135938,0.0669953,-0.297356,-0.242264,-0.224917,-0.0800722,-0.173053,-0.152572,-0.191618,-0.0497423,-0.291943,-0.254939,-0.190119,-0.120773,-0.259827,-0.372031,-0.232836,-0.748273,0.0678562
-5926.25,5,-0.187138,0.00473309,-2.28876,-2.58384,-1.71915,-2.48513,-2.55087,-2.56793,-1.65282,-2.06615,-2.09569,-2.3624,-2.31228,-1.51193,-3.52234,-2.7161,-1.6281,-1.5769,-2.0268,-2.92764,-2.6958,-1.2596,-1.99053,-2.55917,-0.343283,-0.191512,-0.224886,-0.194628,-0.122528,0.0795927,-0.315926,-0.209544,-0.175336,-0.102465,-0.205856,-0.194469,-0.171281,0.00141654,-0.250814,-0.191088,-0.180159,-0.232031,-0.27262,-0.327576,-0.171912,-0.797117,0.0687975
-5926.25,4,-0.187138,0.00473309,-2.28876,-2.58384,-1.71915,-2.48513,-2.55087,-2.56793,-1.65282,-2.06615,-2.09569,-2.3624,-2.31228,-1.51193,-3.52234,-2.7161,-1.6281,-1.5769,-2.0268,-2.92764,-2.6958,-1.2596,-1.99053,-2.55917,-0.343283,-0.191512,-0.224886,-0.194628,-0.122528,0.0795927,-0.315926,-0.209544,-0.175336,-0.102465,-0.205856,-0.194469,-0.171281,0.00141654,-0.250814,-0.191088,-0.180159,-0.232031,-0.27262,-0.327576,-0.171912,-0.797117,0.0687975
-5925.75,3,-0.212263,0.00513913,-2.39106,-2.53757,-1.68193,-2.4889,-2.57628,-2.58328,-1.61394,-2.04145,-2.18761,-2.26676,-2.27346,-1.50499,-3.47433,-2.77818,-1.50325,-1.60714,-2.06302,-2.95087,-2.79399,-1.32069,-2.02834,-2.57654,-0.333842,-0.222799,-0.200406,-0.23077,-0.192012,-0.0445967,-0.227702,-0.234176,-0.284374,-0.0748921,-0.235678,-0.185073,-0.158191,-0.0539134,-0.138409,-0.0777328,-0.162333,-0.189811,-0.270483,-0.285607,-0.2035,-0.779705,0.0716877
-5922.1,4,-0.156893,0.00557992,-2.46298,-2.55113,-1.69613,-2.46345,-2.58095,-2.663,-1.68098,-2.11485,-2.11028,-2.28819,-2.34575,-1.51166,-3.42513,-2.77219,-1.48038,-1.54187,-2.07096,-2.94321,-2.8196,-1.37206,-2.06643,-2.62163,-0.388254,-0.105486,-0.135122,-0.241966,-0.228317,-0.137187,-0.281224,-0.221525,-0.240224,-0.124788,-0.166648,-0.147875,-0.0601034,-0.112739,-0.0772266,-0.0864127,-0.127171,-0.142871,-0.100558,-0.35675,-0.158823,-0.823926,0.0746989
-5922.1,4,-0.156893,0.00557992,-2.46298,-2.55113,-1.69613,-2.46345,-2.58095,-2.663,-1.68098,-2.11485,-2.11028,-2.28819,-2.34575,-1.51166,-3.42513,-2.77219,-1.48038,-1.54187,-2.07096,-2.94321,-2.8196,-1.37206,-2.06643,-2.62163,-0.388254,-0.105486,-0.135122,-0.241966,-0.228317,-0.137187,-0.281224,-0.221525,-0.240224,-0.124788,-0.166648,-0.147875,-0.0601034,-0.112739,-0.0772266,-0.0864127,-0.127171,-0.142871,-0.100558,-0.35675,-0.158823,-0.823926,0.0746989
-5922.04,5,-0.176992,0.00548117,-2.48768,-2.70193,-1.76382,-2.33879,-2.62964,-2.61716,-1.70392,-2.16444,-2.03195,-2.31405,-2.34435,-1.49956,-3.27456,-2.78881,-1.48418,-1.489,-2.08451,-2.9354,-2.82191,-1.34531,-2.07192,-2.57796,-0.353291,-0.108671,-0.103101,-0.231513,-0.189274,-0.204796,-0.387479,-0.234915,-0.245412,-0.209065,-0.148738,-0.179248,-0.165019,-0.145803,-0.0569739,-0.0906563,-0.0650084,-0.211324,-0.0651162,-0.299949,-0.142701,-0.901701,0.0740349
-5922.04,4,-0.176992,0.00548117,-2.48768,-2.70193,-1.76382,-2.33879,-2.62964,-2.61716,-1.70392,-2.16444,-2.03195,-2.31405,-2.34435,-1.49956,-3.27456,-2.78881,-1.48418,-1.489,-2.08451,-2.9354,-2.82191,-1.34531,-2.07192,-2.57796,-0.353291,-0.108671,-0.103101,-0.231513,-0.189274,-0.204796,-0.387479,-0.234915,-0.245412,-0.209065,-0.148738,-0.179248,-0.165019,-0.145803,-0.0569739,-0.0906563,-0.0650084,-0.211324,-0.0651162,-0.299949,-0.142701,-0.901701,0.0740349
-5922.04,3,-0.176992,0.00548117,-2.48768,-2.70193,-1.76382,-2.33879,-2.62964,-2.61716,-1.70392,-2.16444,-2.03195,-2.31405,-2.34435,-1.49956,-3.27456,-2.78881,-1.48418,-1.489,-2.08451,-2.9354,-2.82191,-1.34531,-2.07192,-2.57796,-0.353291,-0.108671,-0.103101,-0.231513,-0.189274,-0.204796,-0.387479,-0.234915,-0.245412,-0.209065,-0.148738,-0.179248,-0.165019,-0.145803,-0.0569739,-0.0906563,-0.0650084,-0.211324,-0.0651162,-0.299949,-0.142701,-0.901701,0.0740349
