	switch	arsenic	dist	assoc	educ
1533	1	1.85	28.79100037	1	0
1534	1	2.05	19.28100014	1	0
1535	1	1.65	30.76799965	1	0
1536	1	0.61	63.65499878	1	0
1537	1	1.99	57.2859993	0	0
1538	1	3.56	55.4090004	0	0
1539	1	1.98	45.2519989	0	0
1540	1	2.06	32.87900162	1	0
1541	1	1.7	27.05800056	1	5
1542	1	2.02	23.82099915	0	0
1543	1	2.13	48.77399826	1	3
1544	0	0.67	5.229000092	0	8
1545	1	3.34	23.84900093	0	6
1546	1	2.32	13.45100021	0	4
1547	1	1.88	31.23600006	0	5
1548	0	2.82	62.34000015	0	0
1549	0	2.47	32.26499939	0	5
1550	0	2.86	41.30199814	0	0
1551	1	3.26	42.29899979	0	5
1552	0	0.92	54.23099899	1	0
1553	0	1.46	45.22200012	0	5
1554	0	2.86	60.25500107	1	5
1555	0	3.27	66.3239975	0	5
1556	0	3.45	64.79399872	1	5
1557	0	4.46	37.8730011	0	8
1558	0	3.32	28.88999939	1	5
1559	0	4.78	46.61199951	0	5
1560	0	3.86	52.72900009	0	0
1561	0	2.97	58.01100159	0	10
1562	0	2.72	48.07600021	0	5
1563	1	3.01	40.0929985	0	0
1564	0	1.29	71.38700104	1	12
1565	0	1.95	74.27300262	0	0
1566	1	5.28	50.11500168	0	5
1567	1	6	70.61799622	0	0
1568	1	3.36	75.3219986	1	5
1569	1	2.61	59.58000183	0	5
1570	1	2.39	80.66500092	0	0
1571	1	1.09	44.3769989	0	12
1572	1	3.75	33.99399948	0	6
1573	1	1.24	46.54600143	0	0
1574	0	4.74	47.73099899	0	5
1575	0	4.25	37.44599915	0	0
1576	1	1.36	20.3939991	0	5
1577	1	3.41	30.15999985	1	5
1578	1	2.72	18.01000023	0	8
1579	1	2.6	35.42499924	1	7
1580	0	2.64	57.67200089	0	0
1581	0	3.34	82.63400269	0	6
1582	1	3.28	68.59899902	0	10
1583	0	3.62	113.2839966	1	8
1584	0	3.12	72.6760025	0	7
1585	1	1.83	74.74900055	1	7
1586	0	2.98	70.42199707	1	5
1587	0	2.79	60.27999878	1	5
1588	0	2.24	22.09799957	0	0
1589	1	1.56	54.98400116	1	9
1590	1	1.35	28.625	0	10
1591	1	1.95	2.848999977	0	10
1592	1	1.7	3.380000114	0	8
1593	1	1.15	29.78100014	0	5
1594	0	1.98	17.80200005	1	5
1595	1	0.96	20.20100021	0	6
1596	1	1.48	22.39900017	0	0
1597	0	0.87	12.52499962	0	0
1598	1	0.63	140.1179962	0	0
1599	0	1.21	158.4850006	0	0
1600	1	2.05	150.7689972	0	0
1601	0	2.96	172.5220032	0	0
1602	1	1.4	152.029007	0	0
1603	1	2.64	151.0390015	0	0
1604	1	1.95	165.4160004	0	0
1605	0	5.54	167.0839996	0	0
1606	1	1.12	25.57799911	0	0
1607	1	2.18	33.29999924	0	6
1608	1	3.02	32.20500183	0	5
1609	0	1.77	18.04800034	1	0
1610	1	1.46	25.30599976	0	5
1611	1	1.38	10.3039999	1	0
1612	1	1.63	18.18499947	1	0
1613	1	1.33	10.10400009	1	0
1614	0	3.48	37.52199936	1	5
1615	1	1.95	15.41699982	0	5
1616	1	0.84	4.34100008	0	7
1617	1	2.65	20.56699944	0	5
1618	1	1.56	33.67900085	0	6
1619	1	0.69	5.734000206	0	7
1620	1	2.31	27.5189991	1	0
1621	1	1.14	35.15800095	1	0
1622	1	1.98	13.56700039	0	5
1623	1	1.82	6.309000015	0	10
1624	0	1.09	43.52899933	0	6
1625	1	0.56	62.40000153	0	7
1626	0	2.18	20.93700027	0	0
1627	0	1.31	20.4829998	1	0
1628	0	1.06	29.87599945	1	0
1629	0	1.25	23.10300064	1	0
1630	0	0.87	39.82300186	0	0
1631	1	1.32	52.35699844	1	0
1632	1	1.84	48.52999878	1	0
1633	1	0.95	23.98699951	1	0
1634	1	1.12	44.64099884	1	5
1635	1	1.32	25.42000008	1	5
1636	1	0.81	63.99499893	1	0
1637	0	0.57	86.29100037	1	0
1638	1	2	88.7519989	0	4
1639	1	1.22	65.63600159	0	0
1640	0	1.91	95.30200195	0	6
1641	1	1.41	67.49199677	0	6
1642	0	1.57	58.63399887	0	6
1643	0	1.11	58.21099854	0	6
1644	0	1.3	77.88200378	0	0
1645	0	1.05	106.0169983	0	6
1646	0	0.95	118.4410019	0	7
1647	1	1.68	119.5999985	1	0
1648	1	1.26	118.3590012	0	0
1649	0	1.34	81.01200104	0	5
1650	1	0.83	19.63500023	0	5
1651	1	1.07	64.35700226	1	10
1652	1	1	46.86600113	0	5
1653	1	0.81	33.77999878	0	4
1654	0	1.02	39.64699936	0	5
1655	0	0.79	23.14500046	1	5
1656	0	0.8	11.36699963	1	8
1657	1	0.91	16.68600082	0	7
1658	0	0.83	16.43899918	0	7
1659	0	0.98	8.029999733	0	0
1660	1	1.24	35.91899872	0	8
1661	0	1.13	46.06900024	0	0
1662	0	0.68	222.7059937	0	5
1663	0	1.56	184.0789948	0	10
1664	0	1.57	131.1049957	0	5
1665	1	4.42	36.20100021	1	6
1666	1	1.48	42.91799927	1	0
1667	0	1.49	185.3899994	0	8
1668	0	1.37	41.70299911	1	0
1669	0	1.13	63.90100098	1	0
1670	0	1.21	33.26699829	1	0
1671	0	1.13	21.7689991	1	0
1672	0	0.86	16.32099915	1	0
1673	0	1.06	19.98699951	1	10
1674	0	0.89	53.47900009	1	0
1675	0	0.95	58.51300049	0	0
1676	1	1.46	10.24199963	1	0
1677	1	1.27	47.47100067	0	0
1678	1	1.36	73.42500305	0	5
1679	1	1.14	61.35200119	1	0
1680	0	1.37	46.53099823	1	0
1681	1	1.27	64.02100372	1	5
1682	1	0.8	33.58399963	1	5
1683	1	0.94	39.14699936	0	10
1684	0	0.82	42.8390007	1	0
1685	1	2.42	26.7689991	0	16
1686	1	2.81	18.70000076	0	16
1687	1	3.48	22.25900078	0	16
1688	1	2.32	24.3010006	0	16
1689	1	1.85	29.37299919	0	16
1690	0	3.83	18.76000023	1	5
1691	0	1.17	22.19300079	1	5
1692	1	1.41	17.00399971	0	0
1693	0	0.57	7.803999901	0	0
1694	1	1.93	15.01000023	0	0
1695	1	1.19	79.94400024	0	4
1696	0	0.74	43.56900024	0	8
1697	1	0.71	24.21199989	0	0
1698	1	0.94	11.51900005	0	3
1699	1	1.52	40.63100052	1	7
1700	1	2.67	40.63600159	0	12
1701	1	1.56	29.0359993	0	9
1702	1	2.35	19.26499939	1	8
1703	1	2.61	32.78699875	1	0
1704	0	1.23	33.05199814	1	0
1705	1	1.82	44.21500015	0	5
1706	0	1.42	67.2480011	0	0
1707	1	0.66	17.35099983	1	0
1708	1	1.97	48.36899948	0	12
1709	1	0.92	147.8639984	0	0
1710	0	2	130.8739929	1	0
1711	0	0.94	9.786999702	0	0
1712	0	1.9	177.3309937	1	10
1713	1	2.26	218.5420074	0	10
1714	0	1.79	307.7909851	1	0
1715	1	3.11	272.3800049	0	10
1716	1	4.48	29.00699997	0	0
1717	0	0.68	26.21500015	0	7
1718	0	2.21	35.22399902	0	10
1719	1	2.41	37.46099854	0	4
1720	1	2.25	9.574000359	1	7
1721	0	1.32	50.24599838	0	0
1722	0	0.53	15.28899956	0	0
1723	0	0.61	19.1609993	0	0
1724	0	0.64	31.12199974	0	5
1725	0	2.5	32.96300125	0	5
1726	0	0.99	30.42200089	0	0
1727	1	3.23	40.22100067	0	0
1728	1	0.78	47.13199997	1	12
1729	1	0.72	59.27600098	1	12
1730	1	0.89	31.26199913	0	12
1731	1	2.94	28.19000053	0	5
1732	0	1.64	20.54400063	1	0
1733	1	1.18	20.58200073	1	0
1734	0	0.68	38.26100159	1	0
1735	0	1.42	48.27399826	0	8
1736	0	0.69	56.55799866	1	5
1737	0	1.97	34.71099854	1	12
1738	1	2.92	44.43299866	1	5
1739	0	0.97	90.81099701	0	0
1740	0	2.42	83.05500031	1	0
1741	1	7.48	127.387001	1	0
1742	0	7.28	114.6900024	1	0
1743	0	2.04	97.53299713	1	0
1744	1	1.34	79.58799744	1	7
1745	0	1.84	94.7559967	0	8
1746	0	1.94	73.36299896	0	5
1747	0	1.72	95.3030014	1	5
1748	0	3.49	149.9920044	0	10
1749	0	2.25	148.7149963	0	10
1750	1	3.89	163.0410004	1	7
1751	1	1.65	79.55699921	1	8
1752	1	3.21	69.80799866	1	6
1753	1	2.81	102.3320007	1	12
1754	0	2.12	79.48000336	1	8
1755	1	1.06	91.44100189	1	12
1756	0	1.3	92.48999786	0	3
1757	1	2.23	81.97599792	0	8
1758	0	2.2	74.51100159	1	9
1759	1	0.73	14.71199989	1	0
1760	1	1.78	29.1989994	0	5
1761	0	7.79	16.93000031	0	0
1762	1	4.84	14.64400005	1	0
1763	0	3.9	30.2140007	1	0
1764	0	3.21	34.81999969	1	0
1765	0	2.33	42.97200012	1	0
1766	0	0.89	34.75699997	1	0
1767	1	2.37	17.38199997	0	0
1768	1	2.54	21.88800049	0	15
1769	1	3.37	72.84500122	0	15
1770	1	2.56	48.9090004	1	7
1771	1	4.92	45.76100159	0	0
1772	1	4.96	53.76599884	0	0
1773	0	6.89	54.39199829	1	0
1774	1	2.38	41.90000153	0	0
1775	1	6.32	55.25299835	1	0
1776	1	2.9	19.40800095	0	9
1777	1	5.2	23.29500008	0	0
1778	1	1.05	16.46500015	1	0
1779	1	1.09	17.57099915	1	10
1780	1	1.61	9.656999588	0	6
1781	1	2.03	9.234999657	0	12
1782	1	0.82	17.2859993	0	0
1783	1	0.67	5.328000069	0	13
1784	0	1.91	4.552999973	1	3
1785	1	1.49	35.60100174	0	14
1786	0	2.08	13.40799999	1	0
1787	0	1.99	22.2840004	0	10
1788	0	2.38	38.8370018	0	4
1789	1	1.87	50.63299942	0	0
1790	1	0.98	23.47299957	0	0
1791	0	2.32	25.18199921	0	0
1792	1	2.74	34.83000183	1	0
1793	1	3.21	30.375	0	9
1794	1	1.4	32.00600052	1	9
1795	0	0.79	13.9289999	0	0
1796	1	1.09	20.03300095	1	0
1797	1	1.1	24.04199982	1	7
1798	1	0.64	12.87300014	0	0
1799	1	1.36	6.993000031	0	0
1800	1	1.84	16.26099968	0	0
1801	0	2.32	16.34300041	0	9
1802	1	3.35	13.65699959	0	12
1803	0	1.72	20.02599907	0	5
1804	0	1.72	15.04100037	0	10
1805	1	1.97	27.64800072	0	8
1806	0	0.72	55.12599945	0	5
1807	1	1.15	40.84700012	1	10
1808	0	1.76	19.58499908	1	4
1809	1	2.64	56.22800064	1	0
1810	0	1.71	43.27999878	1	0
1811	1	2.98	42.00999832	0	5
1812	1	0.55	21.41600037	1	0
1813	1	2.13	21.59499931	0	0
1814	1	3.96	12.35299969	1	0
1815	1	2.3	12.42099953	1	5
1816	1	4.79	8.156999588	0	0
1817	1	1.17	11.57699966	0	6
1818	0	5.07	30.85000038	0	0
1819	1	3.01	64.29199982	0	9
1820	1	1.73	28.75200081	1	3
1821	0	2.51	24.27599907	1	9
1822	0	0.63	15.26599979	0	11
1823	0	1.18	9.19299984	1	8
1824	1	0.8	23.82999992	1	0
1825	1	6.59	26.53499985	1	5
1826	1	2.81	14.95699978	1	5
1827	1	1.9	11.79399967	0	9
1828	1	3.9	29.89299965	1	0
1829	1	5.58	20.35899925	0	5
1830	1	3.49	43.56700134	0	3
1831	1	3.09	30.43099976	0	5
1832	0	3.92	41.60800171	0	5
1833	0	1.02	47.95600128	1	0
1834	1	1.35	26.78300095	0	0
1835	1	0.98	42.32500076	1	0
1836	1	1.12	78.9489975	1	5
1837	1	0.82	80.56900024	1	5
1838	1	0.99	80.3239975	1	7
1839	1	1.38	54.92699814	0	5
1840	1	0.91	54.38999939	0	4
1841	1	1.27	41.59500122	0	5
1842	0	1.1	57.11399841	0	5
1843	0	0.64	26.44499969	0	5
1844	1	0.89	21.61499977	1	0
1845	0	0.78	11.14299965	0	8
1846	1	0.64	17.01000023	1	8
1847	0	0.73	8.413000107	1	2
1848	1	0.68	4.218999863	1	0
1849	1	2.33	20.70599937	1	3
1850	1	2.44	24.5359993	1	2
1851	1	2.1	5.951000214	1	2
1852	1	1.9	7.157999992	1	0
1853	1	0.52	23.80999947	1	0
1854	1	4.05	87.23999786	0	5
1855	1	4.94	12.49300003	1	8
1856	1	5.73	3.069999933	1	12
1857	1	3.5	77.22899628	1	7
1858	1	2.07	46.28900146	1	4
1859	1	2.52	47.9659996	1	7
1860	0	2.71	41.66400146	1	5
1861	1	2.47	61.18099976	1	2
1862	1	0.78	67.22599792	0	5
1863	1	3.28	44.42499924	1	5
1864	1	2.29	14.75500011	1	7
1865	1	1.11	8.769000053	1	5
1866	1	2.39	29.77000046	0	3
1867	1	3.17	17.04400063	1	0
1868	1	2.04	22.69599915	1	10
1869	1	1.26	26.43000031	1	3
1870	1	2.64	50.37200165	1	12
1871	1	2.67	49.58599854	1	0
1872	1	1.64	75.30599976	0	9
1873	1	1.91	41.85100174	0	10
1874	1	2.15	19.58600044	1	4
1875	1	1.9	46.18899918	1	5
1876	1	1.66	35.88800049	0	0
1877	1	2.06	26.2140007	1	0
1878	1	1.1	16.97500038	0	5
1879	0	1.28	45.47200012	0	0
1880	1	2.34	46.30400085	1	8
1881	1	2.51	56.90499878	1	0
1882	1	3.4	50.69200134	1	3
1883	1	3.08	34.28699875	0	0
1884	1	2.1	9.079999924	1	5
1885	0	0.77	18.27300072	1	5
1886	1	5.04	100.1380005	0	3
1887	1	4.07	73.04399872	0	12
1888	1	7.37	59.54499817	1	4
1889	1	8.79	32.92599869	0	6
1890	0	3.52	47.06299973	0	3
1891	1	3.59	15.30300045	0	4
1892	1	3.87	18.77300072	0	10
1893	1	2.68	29.95000076	0	2
1894	1	5.48	41.42599869	0	6
1895	1	3.72	0.649999976	0	4
1896	1	5.54	8.675999641	0	5
1897	1	5.8	17.37299919	0	3
1898	1	6.08	32.33300018	0	12
1899	1	3.8	17.35099983	0	0
1900	1	2.15	24.88599968	1	0
1901	1	2.74	40.31900024	0	0
1902	1	2.5	42.13600159	1	0
1903	1	2.98	17.61000061	1	8
1904	1	2.26	17.00499916	1	0
1905	1	0.67	15.59599972	1	4
1906	1	2.4	38.64599991	1	0
1907	1	1.02	83.80899811	1	0
1908	1	1.1	76.44200134	1	0
1909	1	2.75	61.2159996	1	0
1910	1	1.83	55.36199951	1	5
1911	1	0.82	39.98099899	1	0
1912	0	0.75	46.55099869	1	5
1913	1	1.25	37.00099945	1	7
1914	1	1.05	32.58200073	1	0
1915	1	0.83	22.75900078	1	5
1916	1	1.13	4.962999821	0	5
1917	1	1.12	53.12599945	0	0
1918	0	1.35	22.78499985	1	5
1919	1	1.25	27.5890007	1	3
1920	1	2.25	53.40100098	0	0
1921	1	1.97	69.4489975	0	2
1922	1	1.68	39.56100082	0	5
1923	0	0.54	23.46500015	1	2
1924	1	0.64	16.3010006	1	5
1925	1	0.8	42.02299881	0	2
1926	1	1.1	13.75	0	0
1927	1	2.14	19.25399971	1	4
1928	1	3.96	16.9659996	0	10
1929	1	0.76	23.50600052	0	8
1930	1	5.28	52.30099869	0	4
1931	1	1.89	56.02600098	0	3
1932	1	1.71	0.591000021	1	0
1933	1	1.46	24.5359993	0	5
1934	1	3.45	37.77299881	0	10
1935	0	2.92	65.59500122	0	5
1936	0	4.4	35.79399872	0	5
1937	1	4.99	4.96999979	0	5
1938	1	1.51	77.82099915	0	0
1939	1	1.82	104.4589996	0	0
1940	0	0.99	31.55800056	0	5
1941	1	2.71	33.95100021	0	15
1942	0	2.39	36.60900116	1	5
1943	1	2.7	29.2840004	1	6
1944	1	3.9	32.22299957	0	3
1945	1	2.95	25.68899918	0	5
1946	1	3.66	10.04599953	0	5
1947	1	1.1	32.83200073	1	4
1948	0	2.07	32.05099869	0	4
1949	1	3.07	43.91799927	1	5
1950	1	2.11	49.68199921	0	5
1951	1	2.19	47.90999985	1	5
1952	1	2.31	38.78300095	0	4
1953	0	0.83	41.76800156	0	2
1954	1	0.6	54.04499817	1	4
1955	1	1.12	62.31999969	0	3
1956	1	0.54	47.36299896	0	10
1957	1	1.27	38.15399933	0	3
1958	1	1.05	23.18000031	0	5
1959	1	0.82	19.36300087	1	0
1960	1	0.62	16.41399956	0	0
1961	0	1.51	33.14199829	1	5
1962	1	0.68	24.90600014	1	4
1963	1	1.66	16.26799965	1	2
1964	0	0.52	26.76399994	1	4
1965	0	0.62	5.474999905	1	4
1966	1	0.6	2.717999935	1	4
1967	0	0.51	26.07999992	1	4
1968	1	1.34	31.14500046	1	15
1969	1	0.68	44.57099915	0	12
1970	1	0.66	54.56700134	1	4
1971	1	0.68	64.47899628	1	10
1972	1	0.8	62.38399887	0	10
1973	1	0.71	61.57699966	0	10
1974	1	0.8	34.86600113	0	14
1975	1	0.97	35.44100189	1	12
1976	0	2.8	24.44499969	1	4
1977	0	0.99	22.3239994	1	12
1978	0	1.13	9.470999718	1	4
1979	0	0.77	6.528999805	1	4
1980	1	0.93	11.01799965	0	5
1981	0	3.37	5.440000057	1	0
1982	0	1.25	22.70299911	1	0
1983	1	2.69	38.58100128	1	7
1984	0	0.6	38.73600006	1	3
1985	1	0.73	56.21500015	0	0
1986	1	2.69	48.85100174	1	0
1987	1	2.61	55.83499908	0	8
1988	1	3.43	62.80400085	0	4
1989	0	4.09	51.69200134	0	0
1990	0	2.23	32.48600006	1	4
1991	1	2.35	31.95100021	0	8
1992	0	4.62	55.15200043	0	5
1993	0	1.99	60.67200089	1	0
1994	0	1.01	89.89099884	0	10
1995	0	3.23	93.59899902	0	0
1996	0	1.31	166.3619995	0	0
1997	1	0.85	177.2669983	0	9
1998	0	0.84	158.2929993	1	3
1999	0	2.11	66.70200348	1	4
2000	0	1.36	74.17700195	1	10
2001	0	0.75	40.11600113	0	7
2002	1	1.25	67.59799957	0	10
2003	1	1.34	18.22200012	0	8
2004	0	0.88	81.95999908	1	5
2005	0	1.05	49.54299927	0	5
2006	0	1.4	55.77600098	1	0
2007	0	1.03	52.0379982	1	0
2008	0	1.15	98.87599945	1	0
2009	0	1.15	94.78500366	0	0
2010	0	0.89	104.0930023	1	5
2011	0	1.07	66.75800323	1	5
2012	1	1.09	44.69100189	1	5
2013	0	2.04	97.83899689	1	0
2014	1	0.83	104.314003	0	0
2015	1	0.63	107.0790024	0	10
2016	0	1.09	66.83999634	0	5
2017	1	0.96	17.38999939	0	12
2018	0	0.74	48.80599976	0	5
2019	1	2.38	30.45000076	0	0
2020	0	0.69	30.68499947	0	5
2021	0	0.97	41.34600067	0	0
2022	1	1.91	66.7460022	0	5
2023	1	1.86	37.43299866	0	0
2024	0	0.92	35.84400177	0	0
2025	0	2.4	11.70199966	1	8
2026	0	1.71	37.60100174	0	5
2027	0	1.08	30.71199989	0	0
2028	1	0.98	53.49700165	0	0
2029	0	0.84	68.4509964	0	0
2030	0	0.74	75.91699982	1	9
2031	0	0.96	84.83499908	0	0
2032	0	1.31	128.6210022	0	10
2033	1	3.17	140.5310059	1	0
2034	0	2.8	128.3880005	1	14
2035	1	1.27	153.1730042	0	7
2036	0	0.87	172.7339935	0	14
2037	0	2.23	170.2200012	0	0
2038	1	1.93	175.7250061	0	12
2039	0	1.08	93.21600342	0	4
2040	0	1.11	80.08499908	1	8
2041	0	1.7	108.9110031	0	0
2042	1	2.21	68.55699921	1	0
2043	0	0.83	139.0809937	0	4
2044	1	1.36	127.6429977	0	4
2045	1	1.42	50.42100143	0	0
2046	0	0.54	39.57400131	1	0
2047	0	2.28	79.72100067	0	4
2048	0	2.08	127.25	1	0
2049	0	0.87	134.3159943	1	4
2050	0	0.91	135.1040039	1	0
2051	0	1.45	132.2440033	0	4
2052	0	1.61	118.935997	0	4
2053	1	3.38	60.80599976	0	4
2054	1	3.49	87.09799957	0	0
2055	1	2.72	55.50099945	1	0
2056	1	1.43	36.20399857	1	0
2057	1	1.86	46.80799866	0	4
2058	1	2.38	67.41699982	0	0
2059	1	2.09	93.94999695	1	3
2060	0	1.66	70.21099854	1	2
2061	0	1.51	113.0080032	1	8
2062	1	5.12	96.22200012	1	9
2063	0	4.41	141.2440033	1	4
2064	1	3.37	156.1230011	1	0
2065	1	4	179.1170044	1	5
2066	1	2.03	138.3639984	0	5
2067	0	1.19	95.61599731	0	7
2068	0	2.33	62.96500015	0	4
2069	1	1.14	12.45400047	1	0
2070	1	3.31	45.99399948	0	3
2071	0	2.58	133.8730011	1	5
2072	1	2.99	42.63199997	0	0
2073	1	2.56	63.41500092	0	10
2074	1	1.11	62.85300064	1	0
2075	0	1.85	46.32799911	0	0
2076	0	2.18	42.61899948	1	6
2077	0	1.47	14.45699978	0	5
2078	0	2.19	32.57600021	1	0
2079	1	1.48	78.54199982	1	3
2080	1	1.5	99.18599701	1	5
2081	0	1.76	91.78199768	1	5
2082	1	1.6	96.70999908	1	5
2083	0	2.79	104.1660004	1	0
2084	1	2.62	71.2009964	1	5
2085	0	1.43	9.673000336	0	0
2086	1	1.17	56.56600189	1	4
2087	0	2.04	31.96800041	1	5
2088	1	2.66	62.39799881	1	9
2089	1	2.11	44.01300049	0	5
2090	1	3.35	30.62100029	1	5
2091	1	2.35	32.61199951	0	5
2092	0	3.26	68.92900085	0	0
2093	0	3.19	93.80400085	0	0
2094	1	3.19	127.6900024	1	0
2095	1	3.69	135.8350067	0	3
2096	1	2.99	152.7830048	0	3
2097	0	2.48	138.4089966	1	8
2098	0	0.79	95.33399963	0	3
2099	1	1.31	127.2809982	1	5
2100	0	0.65	109.1760025	0	3
2101	0	1	98.11100006	1	4
2102	0	1.9	165.7070007	1	3
2103	0	2.03	187.8320007	0	2
2104	0	1.02	196.503006	0	4
2105	0	2.13	184.3990021	0	8
2106	1	2.59	199.3090057	0	10
2107	1	2.14	169.5310059	0	5
2108	1	1.23	31.53300095	0	3
2109	0	1.56	24.69000053	0	4
2110	0	1.19	68.44599915	0	4
2111	0	0.79	75.93699646	1	9
2112	1	0.83	23.23200035	0	6
2113	0	0.85	45.75999832	0	6
2114	0	0.87	18.95299911	0	3
2115	1	2.54	43.46699905	1	0
2116	0	1.42	11.29100037	0	0
2117	1	1.89	21.90399933	1	9
2118	0	1.42	25.00399971	1	12
2119	0	0.99	45.9109993	1	6
2120	1	1.73	47.95299911	0	12
2121	0	2.33	70.56600189	0	2
2122	1	3.18	62.63800049	1	0
2123	1	0.56	14.04500008	0	5
2124	1	1.2	8.923999786	0	10
2125	1	0.62	7.335000038	1	3
2126	1	5.66	28.96899986	0	8
2127	1	1.21	21.48200035	1	12
2128	1	4.82	19.02199936	0	9
2129	1	0.56	39.16500092	0	12
2130	0	0.83	37.27899933	1	5
2131	1	0.82	50.58100128	0	11
2132	1	1.43	27.13199997	0	5
2133	1	1.29	16.35899925	0	0
2134	1	1.22	17.45800018	0	5
2135	1	0.72	19.53000069	0	5
2136	0	2.22	7.586999893	0	5
2137	1	0.83	30.87599945	0	3
2138	1	1.64	23.64500046	0	3
2139	0	0.62	12.15299988	0	8
2140	1	1.51	31.07099915	1	3
2141	1	0.7	16.27099991	0	4
2142	1	0.6	17.11400032	1	0
2143	1	0.61	15.49499989	0	3
2144	1	1.07	26.48699951	0	4
2145	1	1.2	43.14199829	1	7
2146	1	0.92	25.68700027	0	4
2147	1	2.21	9.975999832	0	4
2148	1	1.1	6.540999889	0	4
2149	1	1.01	43.28499985	0	10
2150	1	0.9	71.12999725	0	4
2151	1	1.16	70.03199768	0	10
2152	1	1.62	70.02100372	0	6
2153	1	1.47	92.68099976	1	0
2154	1	1.03	81.89199829	0	4
2155	0	1.4	79.90299988	0	10
2156	0	0.83	55.06100082	1	5
2157	1	0.79	23.82500076	1	8
2158	1	1.76	60.05199814	0	4
2159	1	1.49	39.33200073	0	5
2160	0	1.07	19.24900055	0	10
2161	1	1.18	14.24400043	0	9
2162	1	1.71	47.84899902	0	10
2163	1	1.79	51.71500015	1	10
2164	1	1.75	57.38700104	0	5
2165	1	0.95	7.147999763	0	14
2166	1	1.09	19.18300056	0	4
2167	1	1.23	29.9810009	0	10
2168	1	1.25	35.70500183	0	7
2169	1	1.15	53.39400101	0	2
2170	1	0.92	36.7480011	0	4
2171	1	0.9	34.80500031	0	0
2172	1	0.86	13.62699986	1	3
2173	0	2.18	34.11199951	0	8
2174	1	1.28	13.10200024	0	8
2175	1	0.75	14.09399986	0	12
2176	1	0.82	9.94299984	0	3
2177	1	1.65	84.16899872	0	7
2178	1	1.8	78.02500153	0	6
2179	1	5.18	48.6780014	1	5
2180	1	0.65	28.33200073	0	5
2181	1	0.57	17.84799957	0	10
2182	1	0.87	83.71900177	0	5
2183	1	0.98	24.38899994	1	5
2184	1	0.52	22.97599983	0	0
2185	1	0.58	4.006000042	0	8
2186	1	0.59	28.4489994	0	4
2187	1	1.53	10.76399994	0	2
2188	0	0.6	5.385000229	0	4
2189	0	0.69	25.07699966	0	3
2190	0	0.68	21.8560009	0	4
2191	1	0.93	8.536000252	0	3
2192	1	0.74	8.824000359	0	3
2193	0	0.72	13.88899994	0	3
2194	0	0.62	36.39699936	1	4
2195	0	0.71	10.66699982	1	3
2196	0	0.53	5.580999851	1	4
2197	0	0.6	9.331000328	0	4
2198	0	2.2	120.0979996	0	4
2199	0	2.71	142.522995	0	4
2200	0	3.2	145.5570068	0	5
2201	0	1.35	98.5059967	0	4
2202	0	0.99	84.48400116	1	2
2203	0	1.98	91.00299835	0	6
2204	0	1.03	40.12900162	0	4
2205	0	1.32	4.272999763	0	6
2206	1	1.04	21.2859993	0	7
2207	1	0.57	15.05000019	0	7
2208	1	0.71	19.3409996	0	4
2209	0	0.63	36.84899902	0	2
2210	1	2.65	29.40699959	0	4
2211	1	0.9	19.17399979	0	5
2212	1	0.89	70.00299835	0	5
2213	1	1.58	64.74199677	0	6
2214	1	1.35	56.29700089	0	2
2215	0	1.61	53.55099869	0	3
2216	0	1.31	100.9059982	0	5
2217	0	0.82	81.38500214	0	2
2218	0	0.89	68.96199799	0	3
2219	1	1.12	89.00700378	1	4
2220	0	0.56	34.57899857	0	4
2221	0	0.77	48.01300049	0	9
2222	1	0.54	16.68600082	0	4
2223	1	1.17	66.06900024	1	5
2224	1	1.34	32.0019989	0	3
2225	1	1.32	12.59399986	0	5
2226	1	1.12	28.00600052	0	10
2227	1	1.17	48.44499969	0	3
2228	1	0.85	28.64599991	0	5
2229	1	0.89	25.93099976	1	0
2230	1	0.99	45.27199936	1	3
2231	0	1.18	49.34600067	1	3
2232	0	1.08	71.51799774	0	3
2233	0	1.03	75.69799805	0	6
2234	0	1.18	54.40299988	0	6
2235	1	1.38	23.14800072	0	4
2236	0	1.41	31.38599968	0	5
2237	1	0.87	27.88299942	0	4
2238	0	0.65	99.44100189	0	4
2239	0	0.55	115.9940033	0	4
2240	1	0.55	60.43199921	0	9
2241	0	0.59	31.23900032	1	5
2242	0	0.53	49.20000076	1	9
2243	1	0.81	31.27099991	0	7
2244	1	0.87	8.812000275	0	6
2245	1	0.77	27.88899994	0	10
2246	0	0.7	48.25	0	7
2247	1	0.65	42.59400177	0	11
2248	0	0.95	59.82099915	0	7
2249	1	2.6	8.100000381	1	5
2250	0	0.56	31.07999992	0	5
2251	1	0.83	35.63700104	0	0
2252	1	0.7	10.54599953	1	0
2253	0	0.94	7.311999798	1	0
2254	1	0.73	10.64900017	1	5
2255	1	0.52	11.99400043	0	5
2256	1	1.99	90.04100037	0	6
2257	1	3.51	11.60299969	1	5
2258	1	5.09	21.61100006	1	10
2259	1	3.5	11.09399986	1	8
2260	0	2.04	138.3099976	1	8
2261	0	2.38	133.1349945	1	0
2262	0	1.96	152.4640045	1	15
2263	0	1.89	154.0829926	1	0
2264	1	2.93	96.07900238	0	11
2265	0	2.75	96.64800262	0	11
2266	0	2.52	128.1080017	0	10
2267	0	1.7	160.9949951	0	10
2268	0	1.94	169.2740021	0	0
2269	1	1.8	134.9700012	1	12
