"org" "year" "survey" "bush" "state" "edu" "age" "female" "black" "weight"
"12163" "cbsnyt" 7 "9158" 1 15 2 3 1 0 842
"12164" "cbsnyt" 7 "9158" 1 6 3 1 0 0 1283
"12165" "cbsnyt" 7 "9158" 1 36 3 2 0 0 768
"12166" "cbsnyt" 7 "9158" 0 11 3 2 0 0 377
"12167" "cbsnyt" 7 "9158" 0 5 2 1 0 0 1558
"12168" "cbsnyt" 7 "9158" 1 44 4 2 1 0 548
"12169" "cbsnyt" 7 "9158" 0 5 2 2 1 0 662
"12170" "cbsnyt" 7 "9158" 0 14 3 2 1 0 1210
"12171" "cbsnyt" 7 "9158" 0 33 2 2 0 0 1021
"12172" "cbsnyt" 7 "9158" 1 5 2 2 1 0 882
"12173" "cbsnyt" 7 "9158" 0 47 4 1 1 0 326
"12174" "cbsnyt" 7 "9158" 0 6 3 4 1 0 396
"12175" "cbsnyt" 7 "9158" 1 36 4 1 1 0 331
"12176" "cbsnyt" 7 "9158" 0 44 2 3 1 1 1221
"12177" "cbsnyt" 7 "9158" 0 10 4 2 0 0 695
"12178" "cbsnyt" 7 "9158" 0 33 4 3 1 0 348
"12179" "cbsnyt" 7 "9158" 0 49 3 3 1 0 676
"12180" "cbsnyt" 7 "9158" 0 39 4 2 0 0 1062
"12181" "cbsnyt" 7 "9158" 0 37 2 2 1 1 1166
"12182" "cbsnyt" 7 "9158" 1 43 2 4 1 0 440
"12183" "cbsnyt" 7 "9158" 0 24 2 3 0 0 1068
"12184" "cbsnyt" 7 "9158" 0 19 1 3 0 1 2132
"12185" "cbsnyt" 7 "9158" 1 18 3 3 1 0 1014
"12186" "cbsnyt" 7 "9158" 1 26 3 3 0 0 872
"12187" "cbsnyt" 7 "9158" 1 24 2 2 0 0 1020
"12188" "cbsnyt" 7 "9158" 0 33 3 3 1 0 689
"12189" "cbsnyt" 7 "9158" 1 39 3 1 1 0 462
"12190" "cbsnyt" 7 "9158" 1 33 2 2 1 1 1782
"12191" "cbsnyt" 7 "9158" 1 34 1 3 1 0 1056
"12192" "cbsnyt" 7 "9158" 1 47 2 1 1 0 550
"12193" "cbsnyt" 7 "9158" 1 33 2 1 0 0 711
"12194" "cbsnyt" 7 "9158" 1 3 4 2 0 0 388
"12195" "cbsnyt" 7 "9158" 0 11 4 1 1 1 1923
"12196" "cbsnyt" 7 "9158" 1 5 2 2 1 0 882
"12197" "cbsnyt" 7 "9158" 1 41 1 3 1 0 2111
"12198" "cbsnyt" 7 "9158" 1 43 2 1 1 0 1101
"12199" "cbsnyt" 7 "9158" 0 33 3 2 1 0 606
"12200" "cbsnyt" 7 "9158" 1 22 3 2 0 0 768
"12201" "cbsnyt" 7 "9158" 1 31 4 1 1 0 829
"12202" "cbsnyt" 7 "9158" 1 43 3 3 0 0 858
"12203" "cbsnyt" 7 "9158" 1 10 2 3 1 0 827
"12204" "cbsnyt" 7 "9158" 1 43 2 1 1 1 812
"12205" "cbsnyt" 7 "9158" 1 11 2 2 0 0 1003
"12206" "cbsnyt" 7 "9158" 0 6 3 1 1 0 506
"12207" "cbsnyt" 7 "9158" 0 33 3 1 1 1 681
"12208" "cbsnyt" 7 "9158" 0 19 4 1 1 0 326
"12209" "cbsnyt" 7 "9158" 1 30 2 1 0 0 2132
"12210" "cbsnyt" 7 "9158" 1 41 2 2 0 0 1003
"12211" "cbsnyt" 7 "9158" 1 36 2 2 1 0 402
"12212" "cbsnyt" 7 "9158" 1 39 2 3 0 0 1069
"12213" "cbsnyt" 7 "9158" 0 20 2 2 0 0 1021
"12214" "cbsnyt" 7 "9158" 0 34 2 3 1 0 1655
"12215" "cbsnyt" 7 "9158" 0 14 2 3 1 0 1263
"12216" "cbsnyt" 7 "9158" 0 6 4 2 0 0 776
"12217" "cbsnyt" 7 "9158" 1 14 4 3 0 0 883
"12218" "cbsnyt" 7 "9158" NA 47 4 2 0 0 695
"12219" "cbsnyt" 7 "9158" 0 48 3 1 1 0 506
"12220" "cbsnyt" 7 "9158" NA 22 2 4 1 0 448
"12221" "cbsnyt" 7 "9158" 1 5 2 2 1 0 441
"12222" "cbsnyt" 7 "9158" 1 43 3 2 0 0 755
"12223" "cbsnyt" 7 "9158" 1 11 3 2 0 0 1132
"12224" "cbsnyt" 7 "9158" 1 23 4 3 0 0 883
"12225" "cbsnyt" 7 "9158" 1 31 2 1 1 1 1654
"12226" "cbsnyt" 7 "9158" 0 22 4 1 0 0 842
"12227" "cbsnyt" 7 "9158" 0 5 2 2 0 0 1119
"12228" "cbsnyt" 7 "9158" 1 5 4 2 1 0 612
"12229" "cbsnyt" 7 "9158" 1 10 3 2 0 0 755
"12230" "cbsnyt" 7 "9158" 1 44 3 1 0 0 1724
"12231" "cbsnyt" 7 "9158" 0 39 4 1 0 0 421
"12232" "cbsnyt" 7 "9158" 0 33 2 4 0 0 1137
"12233" "cbsnyt" 7 "9158" 1 41 3 4 1 0 354
"12234" "cbsnyt" 7 "9158" 0 23 4 1 0 0 841
"12235" "cbsnyt" 7 "9158" 0 47 4 2 0 0 348
"12236" "cbsnyt" 7 "9158" 1 39 3 3 1 0 1033
"12237" "cbsnyt" 7 "9158" 1 18 2 3 1 0 414
"12238" "cbsnyt" 7 "9158" 1 39 2 1 0 0 711
"12239" "cbsnyt" 7 "9158" 0 33 3 1 1 1 681
"12240" "cbsnyt" 7 "9158" 0 41 4 2 1 0 548
"12241" "cbsnyt" 7 "9158" 0 47 3 1 0 0 1150
"12242" "cbsnyt" 7 "9158" 1 5 1 2 0 0 2560
"12243" "cbsnyt" 7 "9158" 1 3 2 2 1 0 882
"12244" "cbsnyt" 7 "9158" 1 35 4 2 0 0 354
"12245" "cbsnyt" 7 "9158" 1 33 3 2 1 0 303
"12246" "cbsnyt" 7 "9158" 1 18 4 2 0 0 695
"12247" "cbsnyt" 7 "9158" 1 5 3 2 1 0 664
"12248" "cbsnyt" 7 "9158" 1 10 3 2 1 0 595
"12249" "cbsnyt" 7 "9158" 1 10 3 2 0 0 755
"12250" "cbsnyt" 7 "9158" 1 1 4 2 1 0 274
"12251" "cbsnyt" 7 "9158" 1 36 4 3 0 0 883
"12252" "cbsnyt" 7 "9158" 0 44 4 2 1 0 274
"12253" "cbsnyt" 7 "9158" 0 44 2 3 0 0 1574
"12254" "cbsnyt" 7 "9158" 0 38 1 1 1 0 614
"12255" "cbsnyt" 7 "9158" 0 33 4 2 1 0 279
"12256" "cbsnyt" 7 "9158" 0 5 2 4 1 0 983
"12257" "cbsnyt" 7 "9158" 0 44 3 2 1 1 1756
"12258" "cbsnyt" 7 "9158" 0 48 2 1 0 0 779
"12259" "cbsnyt" 7 "9158" 0 41 3 2 1 1 1756
"12260" "cbsnyt" 7 "9158" 0 33 4 2 1 0 837
"12261" "cbsnyt" 7 "9158" 0 16 2 2 0 0 1020
"12262" "cbsnyt" 7 "9158" 0 5 2 1 1 0 1229
"12263" "cbsnyt" 7 "9158" 0 44 3 2 1 0 595
"12264" "cbsnyt" 7 "9158" NA 44 2 2 1 0 395
"12265" "cbsnyt" 7 "9158" 0 10 3 1 1 0 906
"12266" "cbsnyt" 7 "9158" 1 39 2 1 0 0 1422
"12267" "cbsnyt" 7 "9158" 1 10 4 2 0 0 695
"12268" "cbsnyt" 7 "9158" 1 33 4 2 0 0 708
"12269" "cbsnyt" 7 "9158" 0 10 2 3 0 0 1049
"12270" "cbsnyt" 7 "9158" 1 1 2 1 0 0 2792
"12271" "cbsnyt" 7 "9158" NA 5 4 2 0 0 776
"12272" "cbsnyt" 7 "9158" NA 1 3 1 0 0 575
"12273" "cbsnyt" 7 "9158" 1 41 1 3 1 0 1583
"12274" "cbsnyt" 7 "9158" 1 31 4 2 0 0 354
"12275" "cbsnyt" 7 "9158" 0 43 2 2 1 0 593
"12276" "cbsnyt" 7 "9158" 1 43 1 2 1 0 1808
"12277" "cbsnyt" 7 "9158" 0 36 3 2 0 0 384
"12278" "cbsnyt" 7 "9158" 0 33 1 1 1 0 2242
"12279" "cbsnyt" 7 "9158" NA 3 3 2 0 0 842
"12280" "cbsnyt" 7 "9158" 1 15 2 2 0 0 1020
"12281" "cbsnyt" 7 "9158" 1 44 2 2 1 0 1186
"12282" "cbsnyt" 7 "9158" 1 36 2 1 0 0 1420
"12283" "cbsnyt" 7 "9158" 1 10 2 3 0 0 1049
"12284" "cbsnyt" 7 "9158" 0 40 3 3 0 0 2183
"12285" "cbsnyt" 7 "9158" 0 43 1 4 1 0 1042
"12286" "cbsnyt" 7 "9158" 1 5 4 2 0 0 388
"12287" "cbsnyt" 7 "9158" 0 5 3 4 1 0 791
"12288" "cbsnyt" 7 "9158" 0 1 3 2 1 0 595
"12289" "cbsnyt" 7 "9158" 1 40 3 1 0 0 1171
"12290" "cbsnyt" 7 "9158" NA 34 3 1 1 0 906
"12291" "cbsnyt" 7 "9158" 1 10 2 4 1 0 440
"12292" "cbsnyt" 7 "9158" 0 14 4 2 1 0 558
"12293" "cbsnyt" 7 "9158" 1 48 3 2 1 0 332
"12294" "cbsnyt" 7 "9158" 1 39 2 1 1 0 1121
"12295" "cbsnyt" 7 "9158" 0 31 4 3 1 0 697
"12296" "cbsnyt" 7 "9158" 0 49 3 2 0 0 755
"12297" "cbsnyt" 7 "9158" 1 44 3 3 0 0 858
"12298" "cbsnyt" 7 "9158" 0 11 2 2 0 1 798
"12299" "cbsnyt" 7 "9158" 1 36 4 2 0 0 707
"12300" "cbsnyt" 7 "9158" 0 14 1 2 1 0 2759
"12301" "cbsnyt" 7 "9158" 0 10 2 4 1 0 440
"12302" "cbsnyt" 7 "9158" 0 5 4 2 0 0 388
"12303" "cbsnyt" 7 "9158" 0 33 4 1 0 1 670
"12304" "cbsnyt" 7 "9158" 0 14 4 1 1 0 497
"12305" "cbsnyt" 7 "9158" 0 22 2 2 0 0 511
"12306" "cbsnyt" 7 "9158" 0 33 2 2 1 0 805
"12307" "cbsnyt" 7 "9158" 1 7 4 2 0 0 354
"12308" "cbsnyt" 7 "9158" 0 23 2 1 1 1 1652
"12309" "cbsnyt" 7 "9158" 1 11 2 1 1 0 550
"12310" "cbsnyt" 7 "9158" 1 33 2 4 1 0 448
"12311" "cbsnyt" 7 "9158" 0 36 3 3 0 0 872
"12312" "cbsnyt" 7 "9158" 0 22 1 1 0 0 2132
"12313" "cbsnyt" 7 "9158" 0 14 2 2 1 0 1608
"12314" "cbsnyt" 7 "9158" 0 23 3 3 1 0 1032
"12315" "cbsnyt" 7 "9158" 1 11 1 2 1 0 1808
"12316" "cbsnyt" 7 "9158" 1 44 3 1 1 0 906
"12317" "cbsnyt" 7 "9158" 1 36 2 1 1 0 1120
"12318" "cbsnyt" 7 "9158" 0 31 3 2 1 0 606
"12319" "cbsnyt" 7 "9158" 1 36 3 3 1 0 688
"12320" "cbsnyt" 7 "9158" 0 33 3 3 1 0 172
"12321" "cbsnyt" 7 "9158" 0 33 4 4 1 0 279
"12322" "cbsnyt" 7 "9158" 0 5 4 3 1 0 1146
"12323" "cbsnyt" 7 "9158" 0 21 2 2 0 0 501
"12324" "cbsnyt" 7 "9158" 1 31 4 1 1 0 664
"12325" "cbsnyt" 7 "9158" 0 23 3 2 1 1 446
"12326" "cbsnyt" 7 "9158" 0 20 4 4 1 0 317
"12327" "cbsnyt" 7 "9158" 0 44 3 1 1 1 1337
"12328" "cbsnyt" 7 "9158" 1 38 1 4 0 0 1475
"12329" "cbsnyt" 7 "9158" 0 7 2 3 0 0 1603
"12330" "cbsnyt" 7 "9158" 1 6 4 3 0 0 242
"12331" "cbsnyt" 7 "9158" 0 5 1 4 0 0 2950
"12332" "cbsnyt" 7 "9158" 1 1 2 4 1 0 880
"12333" "cbsnyt" 7 "9158" 0 5 3 2 1 0 664
"12334" "cbsnyt" 7 "9158" 0 44 2 2 1 0 790
"12335" "cbsnyt" 7 "9158" NA 16 2 2 1 0 804
"12336" "cbsnyt" 7 "9158" 0 39 4 3 1 0 697
"12337" "cbsnyt" 7 "9158" 1 31 2 1 0 0 355
"12338" "cbsnyt" 7 "9158" 1 22 4 1 0 0 842
"12339" "cbsnyt" 7 "9158" NA 39 2 3 0 0 1069
"12340" "cbsnyt" 7 "9158" 0 31 4 2 1 0 558
"12341" "cbsnyt" 7 "9158" 0 16 4 2 0 0 707
"12342" "cbsnyt" 7 "9158" 0 10 1 4 1 0 1042
"12343" "cbsnyt" 7 "9158" 0 6 4 3 1 1 564
"12344" "cbsnyt" 7 "9158" 0 37 1 2 1 0 1808
"12345" "cbsnyt" 7 "9158" 1 14 2 4 1 0 448
"12346" "cbsnyt" 7 "9158" 1 5 2 2 1 0 882
"12347" "cbsnyt" 7 "9158" 1 48 2 4 0 0 1246
"12348" "cbsnyt" 7 "9158" 1 37 3 1 1 0 680
"12349" "cbsnyt" 7 "9158" 1 36 3 3 1 0 344
"12350" "cbsnyt" 7 "9158" 0 21 2 3 0 1 2507
"12351" "cbsnyt" 7 "9158" 1 5 3 2 1 0 332
"12352" "cbsnyt" 7 "9158" 0 5 1 4 1 0 1744
"12353" "cbsnyt" 7 "9158" 0 21 3 1 0 0 1150
"12354" "cbsnyt" 7 "9158" NA 47 2 1 0 0 1396
"12355" "cbsnyt" 7 "9158" 0 5 4 3 0 0 969
"12356" "cbsnyt" 7 "9158" 1 44 2 2 1 0 1581
"12357" "cbsnyt" 7 "9158" NA 16 1 4 0 0 1344
"12358" "cbsnyt" 7 "9158" NA 26 3 2 1 0 605
"12359" "cbsnyt" 7 "9158" 1 38 2 3 1 0 924
"12360" "cbsnyt" 7 "9158" 0 14 2 2 1 0 603
"12361" "cbsnyt" 7 "9158" 0 10 4 1 0 0 826
"12362" "cbsnyt" 7 "9158" 1 5 2 2 0 0 560
"12363" "cbsnyt" 7 "9158" 0 10 1 4 1 1 1537
"12364" "cbsnyt" 7 "9158" 0 22 2 4 0 0 1137
"12365" "cbsnyt" 7 "9158" NA 41 1 4 1 0 2083
"12366" "cbsnyt" 7 "9158" 1 22 4 2 0 0 354
"12367" "cbsnyt" 7 "9158" NA 14 2 3 1 0 842
"12368" "cbsnyt" 7 "9158" 1 39 2 2 0 0 1021
"12369" "cbsnyt" 7 "9158" 0 34 2 2 1 0 790
"12370" "cbsnyt" 7 "9158" 1 33 2 1 1 0 841
"12371" "cbsnyt" 7 "9158" 1 39 4 1 1 0 664
"12372" "cbsnyt" 7 "9158" 1 10 2 3 1 0 414
"12373" "cbsnyt" 7 "9158" 0 33 4 3 0 0 442
"12374" "cbsnyt" 7 "9158" 0 44 2 2 1 1 1750
"12375" "cbsnyt" 7 "9158" 0 25 1 3 1 1 1558
"12376" "cbsnyt" 7 "9158" NA 15 1 4 1 0 1060
"12377" "cbsnyt" 7 "9158" 1 5 2 3 0 0 1171
"12378" "cbsnyt" 7 "9158" 1 48 4 3 0 0 485
"12379" "cbsnyt" 7 "9158" 1 10 2 4 1 0 880
"12380" "cbsnyt" 7 "9158" 1 36 1 4 1 0 1060
"12381" "cbsnyt" 7 "9158" 1 40 3 3 0 0 1747
"12382" "cbsnyt" 7 "9158" NA 7 4 3 0 0 884
"12383" "cbsnyt" 7 "9158" 1 3 3 3 1 0 755
"12384" "cbsnyt" 7 "9158" 1 3 3 3 0 0 957
"12385" "cbsnyt" 7 "9158" NA 14 2 4 0 0 1136
"12386" "cbsnyt" 7 "9158" 1 36 2 2 0 0 1020
"12387" "cbsnyt" 7 "9158" 1 5 2 4 1 1 1450
"12388" "cbsnyt" 7 "9158" NA 49 3 2 1 0 1190
"12389" "cbsnyt" 7 "9158" 1 34 4 2 0 0 695
"12390" "cbsnyt" 7 "9158" 1 10 1 4 0 0 1321
"12391" "cbsnyt" 7 "9158" 1 19 2 3 0 0 1049
"12392" "cbsnyt" 7 "9158" 0 5 1 4 0 0 1475
"12393" "cbsnyt" 7 "9158" 1 24 3 2 1 0 605
"12394" "cbsnyt" 7 "9158" NA 19 2 1 1 1 1624
"12395" "cbsnyt" 7 "9158" 0 28 1 4 0 0 1344
"12396" "cbsnyt" 7 "9158" NA 14 4 3 1 0 348
"12397" "cbsnyt" 7 "9158" 0 1 1 4 1 0 2083
"12398" "cbsnyt" 7 "9158" 1 43 2 1 1 0 1101
"12399" "cbsnyt" 7 "9158" 0 38 1 4 0 0 1475
"12400" "cbsnyt" 7 "9158" 1 5 4 3 1 0 764
"12401" "cbsnyt" 7 "9158" 1 5 4 3 1 0 764
"12402" "cbsnyt" 7 "9158" 0 39 2 3 0 0 1069
"12403" "cbsnyt" 7 "9158" 1 33 4 2 1 0 279
"12404" "cbsnyt" 7 "9158" 0 44 1 4 1 0 1042
"12405" "cbsnyt" 7 "9158" 1 34 2 3 1 0 827
"12406" "cbsnyt" 7 "9158" 0 10 3 4 0 0 449
"12407" "cbsnyt" 7 "9158" 0 47 4 2 1 1 809
"12408" "cbsnyt" 7 "9158" 1 47 2 3 0 0 1049
"12409" "cbsnyt" 7 "9158" 0 5 3 2 0 0 421
"12410" "cbsnyt" 7 "9158" 1 44 3 3 1 0 676
"12411" "cbsnyt" 7 "9158" 1 19 3 4 1 0 1063
"12412" "cbsnyt" 7 "9158" 0 18 1 3 1 0 2111
"12413" "cbsnyt" 7 "9158" 0 36 2 3 1 0 842
"12414" "cbsnyt" 7 "9158" 1 36 2 3 1 0 842
"12415" "cbsnyt" 7 "9158" NA 4 1 4 1 0 2083
"12416" "cbsnyt" 7 "9158" 0 18 2 1 0 0 698
"12417" "cbsnyt" 7 "9158" 0 36 4 2 1 0 558
"12418" "cbsnyt" 7 "9158" 0 10 1 4 1 0 3125
"12419" "cbsnyt" 7 "9158" 1 17 4 2 0 0 707
"12420" "cbsnyt" 7 "9158" 1 39 2 3 1 0 843
"12421" "cbsnyt" 7 "9158" 0 39 3 2 1 1 223
"12422" "cbsnyt" 7 "9158" 1 11 2 2 0 0 1003
"12423" "cbsnyt" 7 "9158" NA 23 1 4 1 0 1060
"12424" "cbsnyt" 7 "9158" NA 10 3 3 1 0 676
"12425" "cbsnyt" 7 "9158" NA 14 3 1 1 0 922
"12426" "cbsnyt" 7 "9158" NA 23 2 1 0 0 710
"12427" "cbsnyt" 7 "9158" NA 21 1 4 1 0 3125
"12428" "cbsnyt" 7 "9158" NA 50 1 2 0 0 3500
"12429" "cbsnyt" 7 "9158" NA 33 2 1 1 1 827
"12430" "cbsnyt" 7 "9158" NA 3 2 1 1 0 1843
"12431" "cbsnyt" 7 "9158" NA 5 2 1 0 0 1558
"12432" "cbsnyt" 7 "9158" NA 34 1 3 0 0 2678
"12433" "cbsnyt" 7 "9158" NA 43 1 4 1 0 2083
"12434" "cbsnyt" 7 "9158" NA 36 2 1 1 0 1120
"12435" "cbsnyt" 7 "9158" NA 15 4 2 0 0 707
"12436" "cbsnyt" 7 "9158" NA 36 2 2 1 0 804
"12437" "cbsnyt" 7 "9158" NA 15 2 1 0 0 1420
"12438" "cbsnyt" 7 "9158" NA 33 2 3 0 0 1069
"12439" "cbsnyt" 7 "9158" NA 34 3 2 0 0 377
"12440" "cbsnyt" 7 "9158" NA 1 1 4 1 0 2083
"12441" "cbsnyt" 7 "9158" NA 21 2 2 0 0 501
"12442" "cbsnyt" 7 "9158" NA 31 4 1 0 0 842
"12443" "cbsnyt" 7 "9158" NA 24 2 2 1 0 804
"12444" "cbsnyt" 7 "9158" NA 3 1 3 1 0 1178
"12445" "cbsnyt" 7 "9158" NA 39 2 1 1 0 560
"12446" "cbsnyt" 7 "9158" NA 36 1 4 1 1 1564
"12447" "cbsnyt" 7 "9158" NA 38 1 1 1 0 1229
"12448" "cbsnyt" 7 "9158" NA 14 2 2 0 0 510
"12449" "cbsnyt" 7 "9158" NA 24 2 2 0 0 1020
"12450" "cbsnyt" 7 "9158" NA 32 2 3 1 0 924
"12451" "cbsnyt" 7 "9158" NA 33 3 4 1 0 361
"12452" "cbsnyt" 7 "9158" NA 33 2 4 1 1 661
"12453" "cbsnyt" 7 "9158" NA 40 2 1 1 1 1654
"12454" "cbsnyt" 7 "9158" NA 10 2 2 1 0 1186
"12455" "cbsnyt" 7 "9158" NA 33 2 4 1 0 403
"12456" "cbsnyt" 7 "9158" NA 14 3 1 1 0 922
"12457" "cbsnyt" 7 "9158" NA 36 4 3 0 0 883
"12458" "cbsnyt" 7 "9158" NA 39 2 3 1 0 1264
"12459" "cbsnyt" 7 "9158" NA 5 3 2 1 0 664
"12460" "cbsnyt" 7 "9158" 1 48 2 2 0 0 1119
"12461" "cbsnyt" 7 "9158" 0 48 3 2 1 0 332
"12462" "cbsnyt" 7 "9158" 1 13 4 2 0 0 1164
"12463" "cbsnyt" 7 "9158" 0 5 4 2 1 0 918
"12464" "cbsnyt" 7 "9158" 0 23 2 1 1 0 1120
"12465" "cbsnyt" 7 "9158" 0 36 3 3 0 0 436
"12466" "cbsnyt" 7 "9158" 1 10 4 4 0 0 1580
"12467" "cbsnyt" 7 "9158" 1 33 2 4 0 0 1137
"12468" "cbsnyt" 7 "9158" 1 50 2 1 1 0 1120
"12469" "cbsnyt" 7 "9158" 1 43 4 2 0 0 695
"12470" "cbsnyt" 7 "9158" 0 23 2 3 1 0 842
"12471" "cbsnyt" 7 "9158" 0 36 2 3 1 0 421
"12472" "cbsnyt" 7 "9158" 1 11 4 2 0 0 695
"12473" "cbsnyt" 7 "9158" 0 50 4 2 1 1 411
"12474" "cbsnyt" 7 "9158" 0 24 2 2 0 0 510
"12475" "cbsnyt" 7 "9158" 0 22 4 1 0 0 842
"12476" "cbsnyt" 7 "9158" 1 14 4 2 1 0 558
"12477" "cbsnyt" 7 "9158" 0 17 2 4 1 0 448
"12478" "cbsnyt" 7 "9158" 0 33 4 2 1 0 279
"12479" "cbsnyt" 7 "9158" 0 15 1 1 0 0 1420
"12480" "cbsnyt" 7 "9158" NA 33 4 2 0 0 708
"12481" "cbsnyt" 7 "9158" NA 37 2 1 0 0 1396
"12482" "cbsnyt" 7 "9158" 0 35 2 2 0 0 1020
"12483" "cbsnyt" 7 "9158" 0 19 4 2 0 0 695
"12484" "cbsnyt" 7 "9158" 0 33 3 1 1 0 462
"12485" "cbsnyt" 7 "9158" 0 5 2 1 0 0 2337
"12486" "cbsnyt" 7 "9158" 0 50 3 1 1 0 461
"12487" "cbsnyt" 7 "9158" 1 5 3 1 0 0 962
"12488" "cbsnyt" 7 "9158" 0 10 2 3 1 0 827
"12489" "cbsnyt" 7 "9158" 0 14 2 2 1 0 804
"12490" "cbsnyt" 7 "9158" 0 26 2 1 1 1 1652
"12491" "cbsnyt" 7 "9158" 1 36 3 2 0 0 384
"12492" "cbsnyt" 7 "9158" 1 14 4 4 1 0 317
"12493" "cbsnyt" 7 "9158" 0 49 4 1 1 0 652
"12494" "cbsnyt" 7 "9158" NA 47 2 2 1 0 790
"12495" "cbsnyt" 7 "9158" 1 31 2 1 1 0 1681
"12496" "cbsnyt" 7 "9158" 1 39 2 3 1 0 843
"12497" "cbsnyt" 7 "9158" 1 44 3 2 1 0 595
"12498" "cbsnyt" 7 "9158" 1 21 4 3 0 0 868
"12499" "cbsnyt" 7 "9158" 1 10 4 4 1 0 623
"12500" "cbsnyt" 7 "9158" 1 1 2 2 0 0 1003
"12501" "cbsnyt" 7 "9158" 1 10 2 1 0 0 698
"12502" "cbsnyt" 7 "9158" 1 47 4 3 1 0 513
"12503" "cbsnyt" 7 "9158" 1 10 2 4 0 0 1116
"12504" "cbsnyt" 7 "9158" 1 43 1 2 1 0 1808
"12505" "cbsnyt" 7 "9158" 0 11 2 2 1 1 1750
"12506" "cbsnyt" 7 "9158" 1 10 4 2 1 0 274
"12507" "cbsnyt" 7 "9158" 1 1 1 4 0 0 1321
"12508" "cbsnyt" 7 "9158" 1 33 2 2 1 0 1208
"12509" "cbsnyt" 7 "9158" 1 10 2 4 1 0 1320
"12510" "cbsnyt" 7 "9158" 0 21 1 4 1 0 1042
"12511" "cbsnyt" 7 "9158" 1 1 1 3 1 0 2111
"12512" "cbsnyt" 7 "9158" 0 44 2 3 0 0 1049
"12513" "cbsnyt" 7 "9158" 0 21 4 2 0 0 1043
"12514" "cbsnyt" 7 "9158" 1 47 4 4 1 0 623
"12515" "cbsnyt" 7 "9158" NA 25 1 4 1 0 2083
"12516" "cbsnyt" 7 "9158" 0 34 1 3 1 1 1558
"12517" "cbsnyt" 7 "9158" 0 33 4 1 0 0 842
"12518" "cbsnyt" 7 "9158" 1 47 2 3 1 0 827
"12519" "cbsnyt" 7 "9158" 1 39 4 2 0 0 708
"12520" "cbsnyt" 7 "9158" 1 18 1 2 1 0 2712
"12521" "cbsnyt" 7 "9158" 1 47 3 4 1 0 354
"12522" "cbsnyt" 7 "9158" 1 44 4 2 0 0 348
"12523" "cbsnyt" 7 "9158" 0 41 4 2 0 0 695
"12524" "cbsnyt" 7 "9158" 1 47 4 3 1 0 1027
"12525" "cbsnyt" 7 "9158" 0 26 2 4 0 0 568
"12526" "cbsnyt" 7 "9158" 1 10 4 1 1 0 652
"12527" "cbsnyt" 7 "9158" 1 44 3 2 1 0 595
"12528" "cbsnyt" 7 "9158" 1 10 3 4 1 0 354
"12529" "cbsnyt" 7 "9158" 1 43 2 3 0 0 1049
"12530" "cbsnyt" 7 "9158" 1 49 2 1 0 0 698
"12531" "cbsnyt" 7 "9158" 1 47 3 1 0 0 1150
"12532" "cbsnyt" 7 "9158" 1 41 2 2 1 0 790
"12533" "cbsnyt" 7 "9158" 0 18 4 3 1 0 1027
"12534" "cbsnyt" 7 "9158" 0 10 2 3 1 0 827
"12535" "cbsnyt" 7 "9158" 1 42 4 1 1 0 663
"12536" "cbsnyt" 7 "9158" 0 22 1 4 0 0 1346
"12537" "cbsnyt" 7 "9158" 1 47 4 4 1 0 548
"12538" "cbsnyt" 7 "9158" 0 21 2 3 1 1 1831
"12539" "cbsnyt" 7 "9158" 1 7 3 3 1 0 1033
"12540" "cbsnyt" 7 "9158" 1 41 1 3 1 1 1558
"12541" "cbsnyt" 7 "9158" 1 10 2 2 0 0 1003
"12542" "cbsnyt" 7 "9158" 1 21 2 4 1 0 880
"12543" "cbsnyt" 7 "9158" 1 31 4 2 1 0 558
"12544" "cbsnyt" 7 "9158" 0 11 3 3 0 0 858
"12545" "cbsnyt" 7 "9158" 1 17 4 3 1 0 696
"12546" "cbsnyt" 7 "9158" 1 34 1 1 0 0 698
"12547" "cbsnyt" 7 "9158" 1 11 3 2 1 0 1487
"12548" "cbsnyt" 7 "9158" 0 44 2 2 1 1 292
"12549" "cbsnyt" 7 "9158" 0 41 4 2 0 1 1107
"12550" "cbsnyt" 7 "9158" 0 21 1 4 0 1 2104
"12551" "cbsnyt" 7 "9158" 1 26 2 2 1 0 804
"12552" "cbsnyt" 7 "9158" 1 33 3 1 1 0 923
"12553" "cbsnyt" 7 "9158" 1 31 2 2 1 0 1610
"12554" "cbsnyt" 7 "9158" 0 33 4 2 1 0 279
"12555" "cbsnyt" 7 "9158" 0 4 1 4 0 0 2642
"12556" "cbsnyt" 7 "9158" 0 33 4 2 1 0 558
"12557" "cbsnyt" 7 "9158" NA 31 2 4 0 0 568
"12558" "cbsnyt" 7 "9158" 1 50 1 2 0 0 4666
"12559" "cbsnyt" 7 "9158" 0 31 4 1 1 0 664
"12560" "cbsnyt" 7 "9158" 0 16 3 2 1 0 605
"12561" "cbsnyt" 7 "9158" 1 10 4 2 0 0 695
"12562" "cbsnyt" 7 "9158" 1 48 2 3 0 0 586
"12563" "cbsnyt" 7 "9158" 1 33 4 2 0 0 354
"12564" "cbsnyt" 7 "9158" 1 31 4 2 1 0 279
"12565" "cbsnyt" 7 "9158" 0 33 3 2 0 0 768
"12566" "cbsnyt" 7 "9158" 0 25 4 1 1 0 652
"12567" "cbsnyt" 7 "9158" 0 4 3 3 0 0 858
